FRUITS_VEGGIES,PLACES_VISITED,CORE_CIRCLE,SUPPORTING_OTHERS,SOCIAL_NETWORK,DONATION,TODO_COMPLETED,FLOW,DAILY_STEPS,LIVE_VISION,SLEEP_HOURS,LOST_VACATION,DAILY_SHOUTING,SUFFICIENT_INCOME,PERSONAL_AWARDS,TIME_FOR_PASSION,WEEKLY_MEDITATION,AGE,WORK_LIFE_BALANCE_SCORE,DAILY_STRESS,ACHIEVEMENT
1,2,4,4,9,0,3,1.6028915524459073,4,1,6,0,2,2,5,1,4,1,648.9545060503528,0,0
5,5,7,7,2,3,10,4.56837430761829,8,10,7,10,0,2,10,5,9,3,735.1690198231917,0,4
2,8,7,3,6,1,8,7.252308947633168,10,5,7,6,4,2,4,9,9,2,716.0501539298422,0,4
2,4,7,7,6,4,9,3.8745137032008494,6,10,5,0,0,1,5,4,9,4,702.4486383689623,0,2
2,10,8,6,4,4,6,2.3183142589952372,1,2,7,0,0,1,8,2,5,3,672.3725771731388,0,3
1,8,9,4,5,3,4,3.4738666498132975,4,3,7,0,10,2,6,3,7,2,674.8996533653547,0,3
4,4,9,9,8,2,7,2.322606870111127,7,5,6,1,0,2,7,2,4,3,715.1,0,3
1,0,4,0,7,1,6,2.0,2,1,8,3,0,1,3,0,7,1,611.9355160212933,0,0
3,6,2,2,4,1,7,1.9291447172116873,4,1,8,0,0,1,4,2,10,2,660.6716578868848,0,0
3,10,9,10,3,5,9,2.612677482024686,5,6,8,0,2,2,3,2,10,3,727.6281744316938,0,6
4,5,1,2,2,4,3,0.9338348111655596,9,0,6,0,0,2,1,1,5,3,664.4485722824292,0,0
0,9,10,9,1,5,4,4.0,1,9,4,9,9,1,3,7,8,2,642.1191554855512,0,1
2,5,7,5,5,1,7,7.480575682918259,6,5,6,0,1,2,0,3,8,2,695.9074342438911,0,3
4,3,7,3,3,0,7,2.0,8,3,7,0,1,1,6,3,10,2,674.8148413825969,0,2
2,8,7,10,8,1,8,5.674267844495152,7,10,7,2,1,2,9,8,10,2,752.7,0,7
5,5,4,6,5,2,7,3.0,10,3,8,0,1,1,4,6,5,2,700.8,0,7
2,5,5,1,4,1,6,5.3803349820529345,8,0,5,10,0,2,10,1,5,3,655.15343053051,0,2
3,9,5,10,9,5,7,2.090311616633957,8,4,8,0,0,2,7,6,6,2,738.045155808317,0,2
3,0,2,10,5,0,5,0.11552302627766364,9,4,9,10,0,1,1,0,9,1,641.2805062500724,0,0
2,7,4,10,3,3,9,1.0,5,0,8,0,1,2,10,1,6,3,698.2335735813401,0,7
4,7,3,3,1,2,6,1.933205087759306,9,4,8,0,2,2,2,4,8,1,690.5866410175519,0,1
4,9,8,6,5,3,6,3.0,7,4,6,0,0,2,5,2,4,2,716.6133295223457,0,4
2,4,9,2,10,3,7,8.777072777548678,5,3,8,0,3,2,2,3,8,2,705.1777072777548,0,3
2,3,3,3,2,2,3,0.6784999682926378,5,4,6,0,0,2,4,0,6,4,645.8139998731706,0,1
4,9,8,8,6,4,7,3.635099400515177,6,4,6,0,0,2,5,2,4,2,716.2431789209273,0,4
4,10,4,2,4,0,7,2.84810923501563,7,5,9,0,0,2,4,5,7,1,691.7810293935329,0,6
5,9,9,10,7,3,9,10.0,10,10,6,0,0,2,0,7,10,4,746.4003932204895,0,0
2,10,7,10,8,1,9,4.769710235392009,7,10,7,3,1,2,10,7,10,2,752.1357900767105,0,7
1,10,1,1,1,3,7,1.2609330240606273,10,1,6,0,0,2,2,10,10,2,690.7913995360909,0,3
5,8,5,4,6,2,8,5.167605960825138,4,7,7,0,0,1,2,3,7,1,709.8,0,4
1,2,5,1,8,1,8,2.2816160421056315,7,10,8,0,0,1,3,6,10,2,684.9873535831578,0,2
5,10,5,3,3,4,6,2.0,10,4,5,0,1,2,3,3,4,4,706.9523684165798,0,3
5,10,10,10,10,5,10,10.0,10,10,10,10,0,2,10,10,7,4,781.152450929272,0,10
3,0,4,7,2,0,5,0.2839500267578555,6,4,8,1,1,1,2,2,9,1,663.255555024082,0,2
1,2,4,4,6,2,1,1.2937538374447377,1,1,6,0,0,2,3,3,2,2,629.1,0,3
3,8,3,3,2,1,4,2.0,4,0,8,0,0,1,3,8,10,1,663.0187382394356,0,3
4,4,10,8,10,4,6,5.970326538260597,6,7,8,1,2,2,10,5,6,1,737.5960435384347,0,9
4,7,4,1,7,0,2,2.0,5,2,7,0,7,2,1,1,2,1,631.048510645833,0,2
4,10,3,10,3,5,5,4.960168817240511,5,3,7,0,1,1,6,2,10,2,711.155904336897,0,1
5,1,1,1,9,0,10,5.3946970147327775,4,4,9,0,0,2,6,9,10,2,723.8184393732229,0,9
1,0,2,3,1,4,6,0.8855962730874749,3,0,6,0,0,1,10,1,8,4,635.2870779501981,0,1
1,6,10,7,10,3,7,6.738951473765152,10,4,9,0,1,2,1,5,10,1,728.252209705247,0,3
2,8,5,8,8,2,8,10.0,6,6,8,5,0,2,4,8,8,2,729.0939679786934,0,6
4,10,5,7,3,2,6,1.3308564194887447,5,0,8,0,0,2,2,4,9,2,697.886429475639,0,2
0,10,5,1,5,0,8,0.19354645941751292,6,9,9,0,0,2,4,2,7,1,688.5451588485955,0,4
4,5,9,2,3,4,7,3.3714661440103715,2,3,8,0,0,2,5,2,9,2,711.3,0,5
1,9,4,4,9,0,8,3.0,10,5,8,9,2,1,6,2,9,2,661.7,0,9
2,2,2,4,6,2,0,1.1427388757692118,2,6,6,0,0,2,2,5,4,1,666.3502897543655,0,3
2,2,6,3,9,0,7,2.1236169213784453,3,3,7,10,1,2,3,1,9,1,656.9370850764135,0,1
4,5,4,4,10,3,2,3.0923605281113784,5,0,8,0,9,2,4,0,2,3,662.8955536899564,0,0
5,7,8,10,5,5,6,8.325581978412458,8,9,8,0,0,2,10,9,10,2,785.6325581978413,0,7
0,3,8,7,10,3,4,3.7856385023806243,3,5,6,0,1,1,2,1,10,2,687.0572337971432,0,4
3,10,9,9,9,3,6,3.3009445420119947,8,10,7,3,0,2,9,8,7,2,740.9441971392898,0,3
4,10,10,2,6,0,9,2.0,10,1,6,0,0,2,5,1,9,3,705.3978444206424,0,0
3,10,8,10,10,5,8,4.106570945482959,8,7,6,4,0,1,10,5,10,1,748.7405853036605,0,8
4,5,2,6,2,4,8,3.4954461189495007,2,1,7,0,0,2,6,4,9,3,682.1060718414006,0,2
4,9,3,4,0,4,10,6.506682768389187,8,6,7,0,0,2,8,7,10,3,726.7413124010941,0,0
4,4,5,6,4,2,2,9.058079495130533,7,7,8,0,0,1,8,10,10,3,721.494824479626,0,5
3,4,8,7,7,4,7,5.633395428459081,6,3,7,6,9,2,9,0,8,1,693.8985740897912,0,6
3,5,2,3,9,0,3,2.751177136954043,7,1,6,1,1,1,2,1,6,2,632.2239405767414,0,2
3,2,9,9,4,5,5,3.492263834580174,4,10,6,1,1,2,9,7,6,3,733.4755293458854,0,4
3,2,5,1,6,2,7,1.5778911126940884,6,3,7,0,2,1,9,5,7,1,675.8507484393789,0,2
3,9,6,2,9,0,4,5.0,5,1,8,0,1,1,4,1,7,2,670.9956402250061,0,0
0,0,6,5,4,5,4,3.1825921526938905,7,9,8,2,0,2,3,5,10,3,699.9781450688573,0,3
4,10,4,5,3,1,9,3.0,10,5,7,0,1,1,4,3,7,2,699.5123550079027,0,6
2,10,5,1,9,1,9,3.166816565041382,1,0,8,0,0,2,10,2,7,2,690.5222422086722,0,2
4,5,5,4,4,4,9,6.013755924439298,9,5,7,0,0,2,5,6,9,3,741.3896830566705,0,4
3,10,5,3,5,2,7,4.787552722804527,4,5,6,0,2,2,1,5,7,2,692.6424894554391,0,3
3,0,4,3,1,0,3,3.355334842605834,3,0,7,0,1,1,3,8,6,2,639.472952812173,0,3
5,10,6,3,4,5,6,2.0,8,4,6,0,1,2,6,2,4,3,707.0,0,4
2,10,9,4,7,5,6,2.597593740700688,5,3,7,0,7,1,7,2,6,2,678.8582875706747,0,3
4,1,9,9,10,4,8,4.538347552918455,5,6,6,10,2,2,3,0,5,2,698.9190626405548,0,10
1,6,3,3,1,1,4,1.0,3,4,7,0,0,2,7,0,6,2,658.9341988859782,0,2
1,4,4,4,7,1,3,4.818350528107171,3,3,7,3,2,1,4,3,7,2,655.6085257308409,0,8
2,5,6,3,10,3,6,1.6861219234849727,5,1,7,0,2,2,9,2,7,3,695.6299610754542,0,2
4,10,10,8,10,5,7,6.0,9,2,7,0,1,2,8,4,10,1,759.6373906891748,0,6
0,0,8,3,8,0,9,1.0,3,2,7,5,2,1,8,7,7,1,647.9752436830689,0,4
1,2,5,2,5,5,9,4.381219666148899,10,7,4,4,0,2,5,4,10,2,696.6381219666149,0,1
5,9,10,10,8,2,9,10.0,10,10,6,0,0,2,1,5,10,3,745.7091761364884,0,0
1,10,8,9,8,5,6,2.9736771374092177,2,4,6,0,1,2,4,2,10,3,698.9473721933817,0,2
1,2,6,2,8,1,5,5.439660958238574,5,10,7,10,3,2,4,1,10,1,674.942995761978,0,4
5,5,4,5,4,5,10,6.676203315779727,9,4,7,0,0,2,5,7,10,3,741.332379668422,0,4
4,4,7,7,10,1,2,2.880108906527288,7,4,7,0,3,2,7,7,8,3,713.27247918872,0,4
4,3,4,3,4,3,8,3.2650741526051057,8,10,8,0,1,2,8,3,9,4,726.4566557204707,0,4
5,7,10,10,10,3,8,6.0,4,10,8,0,1,2,10,7,10,2,771.8216905772296,0,8
2,9,8,1,2,0,1,0.2879453426759925,3,1,7,0,0,2,7,1,7,1,663.3267935327328,0,0
3,0,2,1,4,0,7,0.9856391690656492,5,7,6,0,1,1,1,1,7,1,629.7583535902904,0,0
4,5,8,10,10,3,7,2.400115860445955,3,8,7,0,0,1,9,7,10,3,737.8101332395129,0,7
3,8,8,5,6,2,10,5.403918044761694,4,10,7,0,0,2,5,7,10,2,729.2250934581903,0,1
3,10,6,10,10,5,10,4.735375691420977,7,7,7,1,0,2,10,3,10,3,748.624303453425,0,5
5,5,4,10,10,5,9,5.164405529078879,7,9,1,0,0,2,10,10,10,4,769.3220276453944,0,10
4,3,3,4,4,4,9,1.1165830745556966,4,1,8,0,3,2,3,3,10,2,682.9515579969224,0,2
2,10,7,8,3,5,6,1.0,3,0,8,0,1,2,10,0,7,4,698.707973886135,0,7
3,4,7,10,9,5,6,1.195173933427793,9,10,6,0,1,2,10,7,6,4,730.0464870135978,0,2
4,10,6,4,5,5,5,2.0,5,1,8,0,0,2,7,2,8,3,705.6223111417711,0,3
1,5,6,8,8,4,9,8.533999785554753,5,3,8,0,0,2,9,5,10,2,729.6611996139986,0,5
2,8,5,5,6,0,1,2.0,6,1,8,0,1,1,3,3,6,2,666.8077163358073,0,4
1,4,3,3,1,1,7,0.931554914309481,10,1,6,0,4,2,9,1,9,3,680.0136890171381,0,9
4,8,5,9,3,3,7,3.0,6,4,7,0,0,2,10,1,9,2,723.2271392553572,0,2
1,6,9,10,10,3,9,6.566605258905463,2,10,6,4,0,2,10,8,7,3,745.9499078883582,0,10
3,10,2,2,4,3,8,3.3718780070635708,4,0,7,0,4,2,10,2,10,4,691.1628121992936,0,9
1,1,1,1,0,0,1,2.6951593997521046,6,0,9,0,0,1,2,3,9,4,606.0293506794546,0,0
4,2,10,9,10,1,10,10.0,10,9,9,2,5,2,9,9,10,1,770.7401924861653,0,7
2,2,8,9,8,3,6,8.0,4,5,6,0,0,1,10,9,10,2,721.5575125882009,0,3
2,5,8,6,5,4,8,3.978377832729607,5,10,5,0,0,2,4,3,9,4,702.7448634734604,0,1
1,2,5,3,7,0,7,2.5203467774256074,2,4,6,0,2,2,1,0,5,1,633.5498997364618,0,1
4,3,3,3,1,2,5,0.1990192995966351,2,0,7,0,0,2,4,1,7,2,659.9796077198387,0,4
1,10,7,10,7,1,9,4.7910909637996975,7,10,7,2,1,2,10,7,10,2,752.4075273493196,0,7
4,6,3,2,1,2,2,2.5768573811327,2,1,8,0,0,1,1,2,8,4,633.734713928301,0,1
1,7,5,1,3,1,3,1.0,3,2,6,1,0,2,5,1,8,1,658.3855926792668,0,2
5,0,0,10,10,4,1,2.0,9,0,6,0,0,1,0,1,10,2,673.0575490853892,0,3
5,7,3,4,4,1,8,6.019431772939276,4,6,8,0,1,2,3,4,7,1,709.798056822706,0,4
1,4,6,7,6,1,4,2.2146958874633556,1,5,9,1,1,1,1,7,3,2,644.0191726189516,0,3
1,3,8,8,5,0,4,4.865531639818878,3,4,7,0,9,2,2,6,7,1,672.1142981061539,0,3
3,5,4,2,7,0,4,2.0,4,3,6,0,5,2,1,1,3,1,631.7276337108046,0,2
2,7,4,4,3,0,2,1.4777333542660653,6,1,6,0,2,2,2,2,10,4,646.5083000156995,0,2
3,9,10,10,6,4,10,9.935113107905625,1,10,7,0,1,2,10,9,10,3,780.5622172302359,0,10
3,3,7,1,8,0,5,1.6587176387270222,3,3,7,3,0,2,6,3,8,1,682.9119235419095,0,4
5,10,9,10,10,5,8,4.935416248097091,3,6,8,0,1,2,10,8,10,2,770.8095827473359,0,8
1,4,2,6,2,3,4,4.103265008875049,1,7,6,0,1,2,8,1,9,3,671.2657554884624,0,7
1,5,3,3,1,1,7,1.0,9,1,6,0,4,1,8,1,9,3,679.9654952246107,0,9
2,3,8,9,7,3,7,3.5679742973160806,6,7,7,0,0,1,10,4,7,2,702.7830740568488,0,3
0,1,3,2,5,3,4,0.0,1,2,6,0,0,1,0,4,10,1,621.5854304540532,0,0
4,9,4,3,2,1,8,5.246737085394736,9,6,6,10,1,2,4,9,10,2,715.3695152664013,0,6
3,10,9,10,10,3,6,2.818740229484051,8,8,8,2,0,2,9,8,6,2,740.619968734349,0,3
3,10,3,3,4,1,9,1.016432793486337,5,3,6,0,3,2,10,1,10,1,697.5948301216874,0,5
1,4,8,7,6,0,4,4.220987483148758,4,4,6,0,7,1,2,7,7,1,672.597242929586,0,4
3,10,4,3,4,0,2,2.0,5,7,8,0,2,2,9,5,7,3,690.0393592773627,0,7
4,10,8,10,8,5,4,1.5687661302084421,2,2,7,0,0,1,9,5,10,3,736.6550129041668,0,5
1,4,3,6,5,4,7,4.957443614058736,10,3,5,0,1,2,8,4,8,4,696.3482255660921,0,3
3,8,3,2,2,1,2,2.0503495269693532,2,1,8,0,0,1,1,1,7,4,634.524475709546,0,1
4,10,5,10,10,5,10,6.78893896856159,8,5,7,0,0,2,10,3,10,3,749.5997460100668,0,3
3,4,8,9,5,4,7,3.307988744053345,6,10,7,0,1,2,3,3,7,3,705.5680450237866,0,2
4,6,4,5,8,0,7,5.626213016697916,9,2,8,1,0,2,4,5,6,1,712.642071005566,0,2
4,0,6,0,1,0,9,3.3204351218916828,8,0,6,9,1,2,1,0,10,2,647.742522666504,0,0
5,2,10,8,6,0,4,5.0,10,10,8,0,0,2,5,6,10,3,728.0,0,2
3,8,2,0,0,0,2,0.5057162365002223,3,1,7,0,0,2,4,4,8,3,647.1321452956253,0,0
3,5,6,5,3,3,8,4.155263508688845,4,3,8,0,0,2,10,2,8,2,712.2714469650078,0,3
3,5,5,3,6,3,6,2.6407912530173094,9,5,7,0,0,2,8,2,10,4,711.9649932385342,0,1
1,1,2,0,3,0,3,1.0,1,3,8,0,4,1,0,1,5,2,590.7352507694375,0,0
3,7,0,0,10,0,2,1.0,5,2,7,1,0,2,0,0,7,1,647.1151646070798,0,0
3,7,3,2,3,1,4,2.0,7,2,8,0,0,1,4,2,10,2,661.9888460749305,0,0
3,10,3,7,1,5,8,3.754095546675078,8,4,7,2,0,2,8,9,10,2,725.8403276437341,0,1
2,3,3,5,4,3,5,5.0,6,9,7,10,0,1,5,6,5,2,671.6573445289464,0,3
0,2,4,2,3,2,2,1.0,2,0,7,3,3,1,1,1,5,1,611.5148586065761,0,1
1,5,5,2,5,3,4,1.0,2,0,4,3,4,1,3,0,1,1,623.2551615003392,0,4
4,10,10,10,9,1,5,2.0,7,1,7,0,1,2,10,2,8,2,734.9435543716378,0,5
2,6,4,7,1,1,8,6.745934974374079,2,10,9,0,0,1,4,8,10,3,704.539092150437,0,6
4,10,6,4,5,5,6,2.0,6,1,8,0,0,2,8,2,7,3,706.0199444461427,0,3
4,6,8,7,5,4,8,1.4821320989198419,8,7,9,0,0,2,5,2,10,4,746.7285283956793,0,7
0,2,4,3,5,1,7,1.0,2,2,7,3,0,2,3,0,5,2,645.8227261312087,0,3
4,1,9,9,10,4,7,5.0,6,6,6,10,1,2,4,2,5,2,700.6176980036519,0,9
5,8,10,10,10,5,7,10.0,10,8,8,0,0,2,8,5,10,4,785.9238017452662,0,3
3,7,4,0,5,0,4,2.616811477787382,2,0,9,0,0,2,0,3,8,3,648.2742897561193,0,1
4,10,5,4,4,5,4,3.1763763892510264,3,4,7,0,1,2,6,6,4,2,698.0711911087934,0,6
3,7,6,8,7,5,8,3.7692221519575364,8,2,8,0,1,2,6,2,5,3,718.2692277531852,0,4
0,0,4,0,2,1,1,1.459124023286681,1,3,8,0,7,1,1,8,5,1,613.482993067266,0,2
0,0,6,5,4,5,3,3.696714109150717,9,6,7,0,0,2,5,5,10,3,703.576998764055,0,4
1,1,6,3,4,4,3,1.1348902431613759,1,3,8,0,1,2,8,3,7,2,679.0586268267487,0,4
5,10,9,6,10,5,8,9.525424937033678,9,8,9,2,8,1,9,8,9,2,767.003390585646,0,8
1,2,2,4,9,5,0,2.86749884600294,4,3,5,3,6,1,3,3,7,3,639.8204993076017,0,1
4,10,10,10,10,5,9,6.367732903670687,5,10,7,0,0,2,8,10,10,3,796.0542143215574,0,10
3,0,7,2,3,4,0,0.9368556946265376,1,2,6,2,0,1,4,1,8,3,640.9873711389253,0,4
3,1,3,0,2,0,8,0.9673409392155041,3,1,6,6,0,2,3,3,9,2,641.4,0,0
2,1,5,2,3,1,1,1.9511923836440166,2,0,8,1,4,1,2,0,4,1,612.7,0,2
1,1,8,3,4,3,3,3.5922518949972675,1,3,8,7,1,2,3,3,6,2,641.7136564429908,0,2
2,5,8,7,6,3,8,3.5163435640746323,5,10,5,0,1,2,5,3,9,3,702.86448752479,0,2
2,2,5,6,3,2,3,0.6564096035006569,6,1,7,0,0,2,2,2,6,3,661.3589759912484,0,1
5,10,8,9,10,5,7,4.057698185263428,5,4,8,0,1,2,9,7,10,1,769.3644092646309,0,7
2,2,4,2,6,3,7,6.8756223778709495,10,10,8,7,1,2,10,10,5,1,716.3114419576193,0,5
1,4,2,6,2,5,1,4.426233617780271,5,1,8,0,0,1,6,3,9,3,675.3442598293319,0,2
1,5,4,3,2,0,5,1.1369009051320336,4,3,7,0,0,2,7,0,6,2,658.3809585517888,0,2
3,1,2,4,4,3,1,1.8353339916339895,2,7,7,0,0,2,4,5,7,1,666.7835333991634,0,3
3,7,4,4,8,4,9,2.0,10,9,9,0,0,2,4,2,9,4,723.0556471811545,0,3
3,4,5,8,10,2,5,4.38720416446349,8,3,7,5,0,2,6,6,7,1,709.0410871007384,0,5
3,8,7,8,6,4,7,3.0,7,4,6,0,0,2,5,2,3,2,715.278401741179,0,4
1,2,6,1,8,1,5,4.705778140226892,5,10,7,10,3,2,4,1,10,1,674.9338222267528,0,4
1,5,5,8,10,4,9,8.153606096628844,5,3,8,0,0,2,9,7,10,2,728.7,0,5
4,4,4,8,7,1,8,3.0,8,10,7,0,0,1,3,1,8,2,706.0901328254836,0,4
5,9,4,3,10,1,8,6.101326758881703,8,4,8,0,1,2,7,9,8,2,747.3132088755096,0,7
4,8,4,2,3,0,7,2.596792243866748,8,5,9,0,1,2,3,4,7,1,691.4951883658001,0,3
3,4,4,8,10,2,5,4.166355989524828,8,2,7,4,0,2,6,6,7,1,710.7857876827538,0,5
5,8,10,10,10,4,10,9.629342009419979,10,6,6,5,0,2,9,9,10,1,778.0081120769211,0,10
4,8,5,3,8,3,9,5.164506939690336,9,10,7,0,2,2,7,5,8,3,746.7796617974735,0,6
1,2,6,2,7,0,3,1.3734579451327051,4,3,6,0,2,2,1,1,6,1,631.0709906573451,0,2
4,2,5,0,9,0,5,1.2553363737632441,3,2,7,1,1,2,8,2,9,1,683.5169954393551,0,5
3,5,7,6,9,1,2,3.0,8,5,6,0,3,2,8,7,8,4,713.4612021817179,0,3
5,7,10,10,8,3,8,6.0,5,8,7,0,0,2,10,6,10,2,771.2580409266054,0,7
0,1,1,2,1,3,6,0.0,4,0,6,0,0,2,8,0,8,4,638.229331892824,0,0
3,0,2,1,2,0,7,1.0,3,3,5,6,0,1,4,5,10,2,642.8587968370316,0,2
3,3,2,3,2,1,4,4.341840175702426,3,8,8,0,3,2,6,2,6,3,675.7801209663634,0,2
3,0,1,2,2,1,4,1.070108139641257,1,9,5,5,0,1,4,8,10,2,646.2715731400987,0,4
2,6,6,10,10,3,9,6.395259315431158,6,10,5,10,0,2,10,10,5,3,743.4794368067322,0,10
3,3,8,2,3,1,7,2.181778867217362,9,6,7,0,1,2,6,7,5,3,701.8636874726175,0,4
3,10,4,2,4,0,3,1.6863745893663886,6,8,9,0,2,2,8,4,7,2,689.7334184009615,0,7
4,7,9,10,6,3,6,8.345395700525508,8,3,6,0,1,1,10,7,10,1,761.6245072053416,0,10
1,0,6,4,4,4,3,3.9580847832837422,10,5,6,0,0,2,7,5,10,4,705.9053845619097,0,4
2,7,8,6,10,1,3,6.161634248195758,8,6,6,8,3,2,6,8,6,2,704.7227354116882,0,5
4,5,5,9,8,1,7,7.8317963442334815,7,9,7,0,1,2,5,9,10,2,751.589855871941,0,5
4,5,7,9,5,4,8,5.362009352964578,10,5,6,0,1,2,10,8,7,3,739.0897227333069,0,6
3,10,7,7,4,3,6,7.11408102655007,8,6,9,0,0,2,8,1,9,3,741.3174703575199,0,4
3,3,6,5,2,4,9,1.925522545507392,2,8,8,0,0,2,10,2,4,3,711.1462761272754,0,8
4,7,8,10,10,5,6,7.990290851334494,10,7,7,0,0,2,10,7,10,4,785.6995145425667,0,7
4,7,8,8,10,3,10,7.268513640296884,5,10,7,0,2,2,4,10,10,2,763.0453913467235,0,4
5,10,10,10,9,5,8,6.0,2,9,7,0,0,2,10,9,10,4,772.2455534115952,0,9
4,4,9,10,9,2,5,5.661338012736257,9,8,7,0,0,2,5,10,10,2,753.3236431966037,0,4
1,2,4,2,9,1,7,2.0,3,2,7,0,2,1,5,2,7,2,672.4617819241025,0,2
4,10,7,9,6,5,8,1.9343041141674902,2,1,8,0,1,2,4,5,9,4,705.6058246850049,0,2
5,10,10,10,10,5,10,10.0,10,10,8,0,0,2,10,10,10,1,816.5588009653891,0,10
2,2,1,0,3,1,4,1.3645856431380903,8,0,8,0,1,2,10,0,10,2,664.5479226721591,0,3
3,10,6,9,3,4,2,3.0,2,1,10,8,4,1,9,10,9,2,675.8,0,10
5,5,6,10,10,4,9,5.403210633183823,6,9,3,0,0,2,10,8,10,3,769.6693108362331,0,8
4,1,2,3,2,1,7,4.257193646911364,3,4,6,0,0,2,5,4,10,4,681.3913676237064,0,3
2,7,10,10,10,3,6,8.0,7,10,8,7,1,1,7,5,10,1,728.2653652917295,0,7
3,5,7,7,7,0,7,1.645123857543411,6,10,7,0,0,1,4,1,7,2,704.0064048219293,0,3
2,5,6,4,9,0,6,5.0,8,0,8,5,0,1,1,4,4,1,670.5854531788523,0,2
2,8,4,3,8,0,0,3.0740141438274438,7,1,8,0,1,1,2,4,6,2,668.0074014143827,0,2
1,6,10,6,10,3,7,6.824471517604549,10,4,9,0,1,2,1,4,10,1,728.2351056964791,0,2
4,3,10,9,10,1,6,5.146436256602816,6,5,5,8,0,1,3,7,6,1,689.3657019894355,0,10
4,10,10,8,10,5,7,6.0,9,2,7,0,1,2,8,4,10,1,760.6305080090195,0,6
3,5,4,10,7,5,7,4.5402965317903075,10,7,6,0,0,2,10,4,10,4,755.6895552023145,0,7
4,10,5,3,6,2,8,4.621336363639102,9,10,8,0,3,2,7,5,9,4,744.3029309090887,0,7
2,2,2,2,3,1,8,2.7252068253640584,4,6,7,0,0,2,6,4,8,4,679.9881715357069,0,2
3,8,8,10,10,5,9,8.620959514616965,10,5,8,0,1,2,10,7,8,2,779.2814902813003,0,6
2,0,0,1,4,1,0,3.830121465034445,2,0,7,6,2,1,5,3,1,2,589.7837975893344,0,0
2,2,7,3,10,3,7,2.2558463377420064,3,0,7,0,0,1,6,0,1,3,673.5232460986774,0,1
2,1,3,9,3,0,7,1.6231506988554276,6,3,7,0,0,2,9,1,9,3,697.6326369758584,0,10
2,8,7,10,5,5,7,3.5479382824717876,3,1,8,0,1,2,6,2,7,2,707.0835567977302,0,2
4,6,4,3,2,4,9,4.943618229794961,8,8,7,0,0,2,10,5,10,4,725.9971809114897,0,1
0,0,1,0,1,0,3,0.308468281489484,1,1,6,0,2,1,1,5,1,4,570.4568622845549,0,0
3,10,5,10,2,2,7,4.865211003095078,6,6,7,1,0,2,5,8,10,2,727.3045181617333,0,4
4,3,6,3,7,1,6,8.699155214895155,6,1,6,2,0,1,6,2,3,2,674.8292396934056,0,3
3,7,4,9,6,1,6,4.882191757275043,3,6,7,1,1,2,10,3,1,4,685.8238356611774,0,3
2,8,8,5,10,1,3,6.456002789311288,8,6,6,7,4,2,5,8,6,2,704.8552012551901,0,5
2,9,2,0,0,0,2,0.006379043406590679,3,1,6,0,0,2,3,4,9,3,646.5038274260439,0,0
5,4,9,3,9,1,5,5.0,9,1,7,0,1,2,1,5,7,1,709.1,0,4
2,9,6,10,9,5,8,7.828736049098738,8,2,7,0,0,2,7,3,10,3,727.4,0,2
4,4,4,10,5,3,8,9.20968940505539,8,10,7,0,1,2,4,8,10,3,749.9781988386254,0,3
4,8,8,8,6,4,7,2.728370854339646,7,4,6,0,0,2,4,2,3,2,714.339438392151,0,3
3,5,9,10,8,5,5,3.69161219682085,7,2,7,0,1,2,4,2,8,3,721.0550980457225,0,3
2,6,3,6,2,2,8,8.0,10,10,6,0,1,2,10,7,9,3,737.9089876360272,0,5
5,10,10,7,10,5,9,10.0,10,9,9,4,9,1,10,9,9,2,767.6696829182126,0,9
4,0,10,0,3,0,7,1.0,2,9,7,9,1,1,5,8,6,1,648.0319462531846,0,2
3,2,5,3,10,1,5,0.800424551699344,9,10,8,0,3,2,2,3,5,1,683.300636827549,0,2
1,6,2,0,0,0,2,0.4334040340879046,2,0,8,2,0,1,2,0,5,3,602.0882661676164,0,0
3,10,5,5,10,3,8,1.0637138025284751,8,2,7,4,0,1,3,4,9,1,689.3509710420228,0,1
1,10,4,7,9,2,6,3.9903323037936484,9,5,6,2,0,2,3,3,7,1,691.7367372455842,0,4
5,9,9,10,2,5,8,2.0,7,0,8,0,1,2,7,3,10,4,734.3510377623477,0,2
4,3,7,9,10,2,6,2.7929423869977583,7,3,6,2,0,2,7,4,6,2,713.9105864195034,0,3
5,8,7,10,10,5,10,10.0,10,7,8,3,0,1,6,10,10,1,776.7254565798165,0,10
0,0,6,0,1,0,0,0.0,2,0,3,3,0,1,0,0,0,3,577.1807589986332,0,0
4,10,9,10,8,5,2,1.8796124212109109,3,1,7,0,0,1,9,4,10,3,736.9036899369687,0,5
4,7,5,10,9,4,9,9.877059566946262,6,6,6,0,1,1,10,8,10,1,762.6200887185151,0,10
1,5,10,9,10,4,6,7.637633441899834,9,9,8,6,2,1,10,7,9,1,732.5233363301105,0,10
2,3,1,1,2,1,2,1.2455068064796821,5,0,8,4,7,1,2,1,8,2,620.5401149742553,0,2
4,4,5,6,4,1,2,9.331971762630745,4,10,9,1,0,1,8,9,10,4,720.7558732553862,0,5
4,4,7,3,3,0,7,2.0,9,3,7,0,1,1,5,3,10,2,674.9156701497873,0,2
1,7,6,4,1,5,6,1.8141658330875026,2,7,5,10,7,1,3,4,6,3,640.8977912081981,0,0
1,3,6,6,6,1,4,2.4171934185645765,1,5,9,2,1,1,1,6,4,2,642.9054361978949,0,3
0,1,4,3,2,0,2,1.0,1,0,5,8,2,1,1,5,9,1,607.5773761659567,0,0
