,FRUITS_VEGGIES,DAILY_STRESS,PLACES_VISITED,CORE_CIRCLE,SUPPORTING_OTHERS,SOCIAL_NETWORK,ACHIEVEMENT,DONATION,BMI_RANGE,TODO_COMPLETED,FLOW,DAILY_STEPS,LIVE_VISION,SLEEP_HOURS,LOST_VACATION,DAILY_SHOUTING,SUFFICIENT_INCOME,PERSONAL_AWARDS,TIME_FOR_PASSION,WEEKLY_MEDITATION,AGE,GENDER,WORK_LIFE_BALANCE_SCORE
1200,4,2,1,4,3,3,2,0,1,10,1.0,5,5,8,0,10,2,2,2,6,3,1,642.0
1201,2,1,10,8,2,8,7,5,1,9,10.0,8,2,8,0,2,2,10,0,3,3,1,725.9
1202,2,5,5,3,0,5,2,2,1,10,3.0,3,2,8,0,5,2,8,3,0,1,1,639.9
1203,0,5,0,1,0,1,0,1,2,0,0.0,2,0,4,9,10,1,0,0,0,4,1,496.1
1205,3,4,1,4,4,5,4,2,1,4,1.0,5,1,8,1,3,1,2,2,10,4,1,630.1
1206,3,2,10,8,3,10,6,3,1,9,5.0,7,10,7,0,1,2,8,1,7,1,1,730.6
1207,5,3,4,7,9,6,5,3,1,7,2.0,3,10,7,0,1,2,5,1,1,3,1,692.4
1209,5,1,5,10,5,10,5,3,2,9,8.0,10,1,7,0,1,2,10,5,10,3,1,731.2
1210,5,3,6,10,10,10,3,1,1,2,1.0,10,4,7,5,1,2,6,1,7,4,1,695.5
1211,3,4,10,6,10,7,5,5,1,9,0.0,5,1,5,0,1,2,10,2,10,2,1,711.1
1212,4,4,2,6,4,4,5,3,1,5,2.0,7,3,8,5,1,1,3,5,7,3,1,650.9
1213,5,4,10,4,4,10,8,0,1,8,0.0,9,2,8,10,3,2,1,0,9,2,1,670.0
1214,1,2,4,3,2,7,2,1,2,10,2.0,4,1,6,2,1,1,7,2,2,4,0,612.5
1215,5,4,10,10,10,6,2,2,2,10,6.0,10,10,8,0,2,2,10,8,10,3,1,741.6
1216,5,5,6,5,7,10,3,2,1,6,0.0,10,6,8,8,10,2,8,10,5,2,1,683.8
1217,4,3,10,5,5,10,4,5,2,10,3.0,9,6,7,0,1,2,10,2,10,4,1,720.8
1218,5,1,10,8,10,8,5,5,1,10,5.0,5,5,6,2,0,2,7,5,10,4,1,750.4
1219,3,3,10,10,7,10,10,5,2,7,3.0,10,5,8,0,2,2,10,8,8,3,0,741.6
1220,5,0,10,10,10,10,10,5,1,10,10.0,10,10,10,0,0,2,10,10,10,3,0,820.2
1221,2,5,0,4,3,10,4,5,2,5,3.0,5,2,6,3,5,2,10,8,5,3,1,650.1
1222,5,2,10,10,10,9,8,3,1,8,3.0,8,4,8,10,2,2,10,6,6,2,1,734.4
1223,3,3,10,4,3,2,1,3,2,7,1.0,6,5,7,0,5,2,5,2,10,4,0,655.6
1224,1,3,7,10,4,4,8,2,1,9,2.0,1,10,10,1,4,2,10,4,10,2,0,706.2
1225,2,3,8,10,5,3,6,2,2,4,3.0,1,10,8,0,10,2,10,0,5,2,1,656.5
1226,4,5,6,2,3,2,2,3,1,3,0.0,1,3,7,5,8,2,2,0,4,2,1,607.0
1227,4,2,7,3,7,1,5,3,2,8,2.0,7,0,8,0,4,1,5,2,10,2,1,650.9
1228,2,0,10,0,1,0,2,5,1,7,1.0,10,1,7,0,1,2,2,10,10,2,0,690.4
1229,1,1,2,1,1,5,0,0,1,2,0.0,2,2,7,0,2,1,1,0,5,1,0,590.2
1230,4,3,8,6,4,10,4,2,1,8,6.0,2,6,7,0,4,2,4,6,2,2,1,690.5
1231,3,2,8,1,6,4,3,2,1,4,5.0,3,8,7,10,3,2,4,7,7,4,0,665.2
1232,2,1,9,3,5,8,2,1,2,4,5.0,5,5,8,5,1,1,3,1,2,2,1,628.4
1233,2,2,5,8,6,10,5,2,2,0,1.0,8,7,9,10,5,2,4,0,2,2,1,639.4
1234,3,2,10,5,10,5,7,2,1,4,3.0,4,5,7,0,3,2,10,4,7,3,1,706.2
1235,1,2,5,4,2,3,2,3,1,9,6.0,4,10,8,5,0,2,5,6,8,2,0,684.3
1236,2,4,3,0,3,1,3,4,1,1,2.0,6,1,8,10,0,1,6,5,9,2,0,618.4
1237,4,4,7,6,10,10,6,3,2,6,8.0,8,4,6,7,4,2,2,3,7,1,1,679.6
1238,1,3,7,3,2,10,5,3,1,4,5.0,7,2,5,0,2,2,5,1,4,1,0,665.6
1239,0,5,3,5,1,4,4,1,2,8,1.0,5,0,6,0,5,2,10,6,1,2,1,616.1
1240,2,4,2,5,2,10,2,2,2,3,2.0,10,4,7,3,3,1,2,1,2,4,1,608.8
1241,1,4,3,3,1,10,4,3,2,8,3.0,10,5,8,10,3,1,5,3,1,2,1,617.5
1242,5,2,10,10,6,4,9,5,1,8,4.0,8,2,8,0,1,2,10,10,10,2,1,758.2
1243,4,3,6,6,2,8,6,3,1,7,8.0,5,4,6,7,5,2,5,3,2,2,0,672.2
1244,2,4,3,0,3,1,1,1,2,7,2.0,1,0,10,10,10,2,4,1,10,4,0,582.1
1245,3,2,8,6,4,5,6,2,1,5,4.0,10,6,8,0,0,2,10,10,10,2,0,731.4
1246,5,3,3,5,6,8,4,0,2,8,5.0,9,3,7,2,6,1,6,1,2,2,0,637.5
1247,0,3,7,6,1,10,3,5,1,10,2.0,2,10,7,0,2,2,5,1,6,3,0,685.4
1248,2,0,1,1,0,6,3,1,2,3,2.0,2,0,8,1,2,1,2,1,1,2,1,585.3
1249,4,5,5,3,1,8,1,2,1,7,2.0,5,4,8,9,5,2,4,5,5,2,1,642.0
1250,2,2,5,4,10,10,2,3,1,8,2.0,8,5,8,0,1,2,5,2,5,3,1,698.7
1251,0,4,3,3,10,8,1,5,2,3,2.0,3,0,8,0,2,2,7,2,4,2,0,638.2
1252,2,4,10,4,10,4,4,1,2,4,3.0,10,5,7,0,1,1,5,2,2,2,1,644.5
1253,5,5,6,3,5,10,4,4,1,8,4.0,7,5,6,3,8,2,7,1,7,2,1,682.8
1254,3,2,5,5,2,8,8,3,1,7,7.0,10,7,7,2,5,1,5,7,10,1,0,698.9
1255,5,2,10,7,4,10,3,5,1,7,3.0,9,10,9,0,1,2,4,3,7,3,1,736.5
1256,3,4,3,3,3,3,0,0,2,0,0.0,2,0,8,8,2,1,3,0,7,4,1,563.2
1257,4,3,3,10,7,10,5,5,1,10,3.0,5,5,7,10,2,2,10,3,5,2,1,704.7
1258,4,3,8,5,7,7,6,1,2,8,7.0,10,5,7,5,1,2,4,4,7,4,1,688.7
1259,4,2,5,5,3,6,5,0,1,7,1.0,7,5,5,0,3,2,2,1,7,3,1,665.6
1260,3,3,10,8,7,6,10,1,1,5,3.0,10,10,8,0,4,2,10,1,10,3,1,728.0
1261,2,4,1,2,2,7,3,0,2,4,2.0,3,2,6,5,1,2,2,1,5,2,1,597.0
1262,3,1,7,9,6,10,10,5,1,10,6.0,7,6,7,0,2,2,10,2,7,1,1,749.3
1265,4,5,6,3,3,4,3,5,1,8,0.0,3,1,8,0,2,2,3,0,10,4,1,662.0
1266,2,4,10,8,4,10,9,2,1,8,3.0,7,3,10,0,3,1,3,3,9,1,0,690.4
1267,2,2,1,10,3,4,1,1,2,3,2.0,7,10,6,0,3,1,10,4,10,2,1,648.8
1268,5,3,3,4,3,4,3,0,1,3,2.0,1,3,3,0,10,1,0,1,4,3,1,592.6
1269,3,2,3,7,4,4,2,3,2,1,1.0,5,5,6,0,0,1,5,4,8,4,0,636.5
1270,2,1,10,5,3,3,2,5,1,10,2.0,10,0,5,0,2,2,5,3,5,4,1,688.3
1271,2,2,10,10,6,10,3,5,1,5,2.0,10,8,8,4,10,1,10,3,4,3,1,692.3
1272,2,2,10,10,5,10,6,5,1,5,2.0,10,10,8,4,9,1,10,5,6,3,1,707.6
1273,5,1,10,10,10,10,7,5,1,7,7.0,10,10,4,10,4,2,10,10,10,3,1,766.3
1274,5,4,10,3,3,5,2,1,1,3,3.0,4,0,8,10,2,2,6,1,2,3,1,635.0
1275,3,2,5,4,4,2,1,2,1,2,2.0,5,3,6,1,2,2,3,2,5,4,1,643.3
1276,4,2,6,6,6,10,2,3,1,8,6.0,6,7,8,2,4,2,6,5,3,3,1,705.1
1277,4,3,6,8,7,3,6,4,2,4,6.0,5,3,7,6,6,1,8,3,6,1,0,648.6
1278,3,3,6,6,7,3,6,4,2,6,6.0,2,1,8,8,4,1,6,6,7,2,1,641.4
1280,4,5,5,5,10,6,3,4,1,7,2.0,8,2,6,0,3,1,5,1,7,3,1,666.0
1307,4,4,4,4,0,2,1,2,2,7,2.0,6,0,7,0,1,2,3,1,5,2,1,623.3
1308,3,4,7,10,3,5,2,1,2,3,3.0,4,2,8,0,6,2,5,1,10,2,1,643.5
1309,1,5,3,6,4,10,0,5,1,4,4.0,6,3,7,7,1,2,4,6,3,2,1,655.6
1310,3,1,2,5,2,3,7,0,2,5,7.0,2,5,7,0,0,2,9,1,4,3,0,653.1
1311,3,2,10,8,4,10,5,5,1,7,4.0,6,1,7,2,1,2,10,2,6,4,0,715.1
1312,5,3,5,8,4,6,10,1,1,3,3.0,5,2,7,5,0,2,5,0,4,2,0,670.7
1313,2,3,4,1,7,7,2,1,2,4,1.0,6,0,6,0,2,2,6,6,2,4,1,631.6
1314,3,3,6,6,7,3,6,4,2,6,6.0,2,1,8,8,4,1,6,6,7,2,1,641.4
1325,4,3,10,7,10,8,10,1,1,4,3.0,10,2,8,0,2,2,10,2,10,3,1,728.0
1326,5,2,3,6,2,5,2,3,1,7,1.0,10,1,9,0,6,1,7,3,7,2,1,665.3
1327,5,4,8,7,7,4,2,2,1,7,5.0,5,4,10,0,5,2,4,5,7,2,1,693.4
1328,5,2,8,8,7,9,8,5,1,6,9.0,8,9,8,8,3,2,8,9,5,3,0,746.3
1329,2,3,7,6,5,3,5,3,1,10,5.0,6,10,7,0,2,1,6,4,10,4,1,693.0
1331,5,0,10,10,7,10,9,5,1,9,10.0,10,9,9,3,9,1,10,9,9,3,0,767.3
1332,4,2,10,6,10,7,8,5,2,9,3.0,4,7,8,0,2,2,10,1,9,4,0,723.4
1333,2,2,6,7,9,6,5,5,1,8,2.0,9,4,6,0,2,2,10,2,3,1,0,708.7
1334,3,1,10,5,3,5,0,2,2,10,4.0,2,1,8,0,1,2,3,1,10,3,1,663.5
1335,2,3,3,4,1,10,1,0,2,2,0.0,6,6,6,2,10,2,0,1,1,2,0,592.5
1336,4,4,5,1,7,2,0,4,2,10,1.0,3,0,7,5,2,2,10,1,2,2,1,631.2
1337,3,3,4,4,3,5,3,5,2,5,0.0,3,0,8,0,4,1,7,7,4,2,0,629.7
1338,4,4,6,1,3,6,0,3,2,5,2.0,6,0,8,6,2,2,1,1,8,4,0,623.5
1339,3,2,10,6,10,10,10,5,1,3,2.0,5,1,7,0,2,2,10,10,10,3,1,740.4
1340,5,3,2,5,6,5,7,1,1,9,7.0,8,7,8,0,1,2,7,8,7,4,1,719.1
1341,3,3,6,6,7,3,6,4,2,6,6.0,2,1,8,8,4,1,6,6,7,2,1,641.4
1344,3,0,10,6,9,3,10,4,2,2,3.0,2,1,10,8,4,1,9,10,9,2,1,675.8
1345,5,3,2,6,0,5,2,0,1,10,1.0,1,1,8,10,4,2,0,0,10,2,0,624.2
1346,4,4,2,2,1,3,1,1,2,4,2.0,4,0,7,7,4,2,2,0,3,2,0,583.8
1347,3,2,1,5,7,8,4,5,1,8,6.0,3,6,6,0,2,2,5,2,8,1,1,697.3
1348,1,3,3,5,2,10,5,5,2,5,5.0,10,1,5,5,0,2,5,4,5,2,1,659.4
1349,1,2,4,7,8,7,4,3,2,6,4.0,3,2,7,0,2,2,7,4,10,3,1,673.7
1350,5,3,6,3,5,8,1,3,2,2,0.0,10,0,7,10,2,2,2,1,5,3,1,629.2
1351,5,1,9,4,8,10,3,1,2,10,6.0,6,1,7,10,1,2,7,5,4,4,1,681.1
1352,3,3,6,5,8,10,4,1,1,6,6.0,8,10,8,7,4,2,5,5,5,1,1,695.3
1353,5,2,10,6,10,7,3,5,1,8,5.0,5,3,9,5,0,2,10,5,3,3,1,725.5
1354,2,5,1,5,2,2,4,0,1,5,2.0,2,2,8,0,5,1,3,1,5,2,1,598.9
1355,3,1,5,4,5,6,7,5,1,2,3.0,5,10,7,0,2,1,4,7,7,2,1,689.4
1356,1,2,2,4,2,2,7,1,1,3,8.0,10,3,7,2,1,1,10,9,7,2,1,668.3
1357,2,4,5,10,10,10,3,5,2,8,4.0,3,5,6,0,6,2,6,4,10,3,0,688.8
1358,2,1,3,3,5,3,1,1,1,10,5.0,5,10,9,0,2,2,1,1,4,2,1,669.4
1359,1,2,3,5,2,10,6,5,2,7,10.0,10,1,5,0,2,2,5,4,5,2,1,681.5
1360,3,5,10,10,10,10,5,5,2,10,6.0,2,10,6,0,10,2,7,7,10,3,1,714.1
1361,2,2,3,5,6,10,4,3,2,5,2.0,6,5,8,4,4,2,3,3,7,3,0,657.5
1362,4,4,10,6,5,3,4,1,1,10,8.0,5,5,8,0,5,2,10,5,6,4,1,703.2
1363,3,0,10,6,9,3,10,4,2,2,3.0,2,1,10,8,4,1,9,10,9,2,1,675.8
1364,4,4,3,3,10,10,2,5,1,6,0.0,4,0,6,10,10,2,2,0,5,2,1,632.9
1365,4,3,4,10,4,8,8,5,2,7,5.0,8,5,8,0,5,2,10,8,8,3,1,717.4
1366,1,5,3,7,6,10,3,5,2,4,2.0,2,2,6,10,3,2,10,3,4,4,1,632.5
1367,5,3,10,6,10,2,3,5,1,5,1.0,9,6,5,0,1,2,10,2,10,4,0,720.4
1368,1,3,5,10,5,10,5,1,1,7,4.0,10,2,6,0,4,1,5,4,5,1,1,669.8
1369,3,3,6,6,1,1,4,2,1,6,2.0,5,3,7,2,5,1,7,2,3,2,0,631.6
1370,2,2,2,3,1,10,3,1,2,4,3.0,5,1,8,2,4,2,5,5,3,3,1,630.1
1371,3,3,10,6,3,3,8,3,2,5,4.0,8,10,9,0,1,2,7,7,10,1,1,709.1
1372,5,3,10,3,1,10,3,2,1,6,1.0,10,0,6,0,2,2,5,0,8,3,1,681.7
1373,3,3,3,4,4,3,0,0,2,8,5.0,8,2,8,10,3,1,5,1,2,2,1,598.4
1375,2,4,10,4,3,3,4,5,2,8,4.0,2,10,8,0,3,2,2,2,2,2,0,656.7
1377,4,3,10,5,10,10,2,5,1,8,4.0,8,3,8,0,2,1,10,7,3,2,1,714.0
1378,3,5,10,4,6,5,0,5,2,4,0.0,3,0,5,0,2,2,3,0,4,4,0,627.4
1379,1,2,10,10,10,10,9,0,1,9,10.0,10,8,7,0,0,2,3,10,10,4,1,758.4
1380,4,2,10,6,1,6,0,2,1,5,3.0,3,0,7,1,4,2,3,3,6,1,1,658.4
1381,2,4,0,1,2,1,0,1,1,1,1.0,2,5,10,4,1,1,4,2,2,1,1,587.4
1383,3,3,6,4,10,8,6,2,2,8,5.0,3,2,5,10,4,2,10,1,5,4,1,652.9
1384,3,3,1,1,7,7,3,1,2,1,3.0,3,2,8,0,2,2,4,2,3,3,1,622.9
1385,1,2,5,2,8,6,2,4,1,5,2.0,8,0,6,0,2,1,5,2,7,3,0,652.4
1386,5,3,1,4,4,2,3,0,1,4,0.0,6,0,8,0,10,2,4,0,5,4,1,623.5
1387,2,1,9,9,2,8,4,2,1,8,2.0,1,0,8,0,1,2,9,1,5,3,0,683.7
1388,3,4,3,4,4,4,3,1,2,2,2.0,2,2,6,0,6,2,5,1,3,4,1,605.3
1389,4,2,1,3,8,10,1,4,2,2,0.0,2,2,5,0,0,2,10,0,4,4,1,647.6
1390,2,5,8,5,10,10,10,5,1,5,2.0,4,1,8,0,1,2,5,10,2,2,1,704.7
1391,5,2,10,10,10,10,10,5,1,7,5.0,8,5,7,0,1,2,5,5,7,3,1,758.0
1392,5,0,3,10,5,10,5,1,1,10,1.0,10,3,10,0,2,2,0,4,10,1,0,719.9
1393,2,2,0,3,10,10,0,5,2,5,2.0,6,10,5,0,0,2,5,0,10,4,1,675.6
1394,5,3,1,3,1,3,0,0,1,10,0.0,5,0,6,0,4,2,0,0,10,4,0,629.7
1395,2,3,6,10,5,10,4,3,1,8,5.0,7,1,7,0,2,2,4,3,7,2,1,698.3
1396,1,3,0,5,2,4,2,2,1,7,3.0,1,1,6,0,0,1,5,0,1,4,1,608.5
1397,4,4,10,7,10,10,8,3,1,7,6.0,8,5,7,0,1,2,10,8,3,2,0,741.0
1399,4,4,10,8,6,10,10,3,1,7,7.0,7,5,7,0,1,2,10,10,5,2,0,745.9
1400,3,2,4,2,10,5,3,3,1,5,0.0,8,3,6,10,8,2,6,1,3,2,0,642.2
1402,2,2,10,4,8,10,6,5,2,7,3.0,2,7,8,0,0,2,6,2,10,2,0,704.3
1403,5,5,10,4,10,8,10,4,1,4,1.0,1,3,5,10,4,2,6,3,10,4,0,679.7
1404,1,2,10,6,1,8,6,3,2,8,3.0,3,10,8,0,6,2,10,7,7,2,0,690.9
1405,2,4,10,2,1,3,2,2,1,7,1.0,3,1,8,0,10,2,2,1,10,2,0,633.1
1406,0,5,1,2,10,3,2,5,2,10,4.0,3,1,5,10,2,2,5,1,7,4,1,617.2
1407,2,2,10,7,10,10,6,5,1,5,3.0,6,2,7,0,1,1,10,5,8,2,1,713.4
1408,5,3,3,4,7,10,4,4,1,7,2.0,5,0,7,8,8,2,10,1,7,1,1,670.7
1410,4,3,3,1,7,6,5,0,1,6,4.0,6,8,8,0,2,1,6,9,8,2,1,677.9
1413,4,2,3,2,8,10,5,3,1,5,1.0,6,3,6,10,4,2,7,1,5,2,0,662.2
1414,3,4,10,6,3,10,1,5,2,6,2.0,8,5,8,0,1,2,8,8,5,3,1,695.3
1415,3,1,10,8,10,5,2,5,1,7,3.0,5,3,7,0,5,2,6,1,4,3,1,699.6
1416,5,1,2,6,10,7,0,5,1,6,2.0,4,1,5,0,4,2,10,0,7,4,0,688.8
1417,5,5,0,8,10,10,8,5,1,7,3.0,8,10,7,10,1,1,6,6,5,3,0,695.1
1418,3,4,1,4,7,6,1,5,2,6,9.0,8,2,4,6,8,1,0,3,5,2,0,614.6
1419,5,1,10,8,10,10,10,5,1,8,4.0,10,4,8,1,2,2,10,5,10,3,1,772.2
1421,3,3,6,6,4,8,4,3,2,4,5.0,3,4,5,5,4,1,4,4,6,2,1,630.8
1422,2,4,2,3,10,10,1,5,1,4,4.0,2,10,9,0,5,2,3,1,4,4,1,672.2
1423,2,2,7,4,10,8,5,5,1,8,6.0,7,2,7,0,2,2,6,4,4,3,1,710.2
1424,5,3,7,7,10,5,5,3,1,8,3.0,4,10,10,3,4,1,7,2,9,4,1,700.0
1425,4,5,10,2,1,10,0,5,2,2,1.0,10,1,8,10,10,1,4,0,5,2,1,602.2
1426,3,3,5,3,3,5,3,1,2,3,6.0,8,5,8,10,5,2,5,3,5,2,0,630.7
1427,2,2,4,4,0,5,5,0,1,6,2.0,4,2,6,1,1,2,3,1,5,2,1,639.7
1428,5,3,9,2,10,10,3,5,1,5,5.0,4,0,7,5,6,2,9,0,7,3,1,689.2
1429,3,2,6,7,6,10,5,0,2,8,3.0,3,10,8,0,3,2,3,5,7,3,0,682.4
1430,5,3,9,2,10,10,9,5,1,4,5.0,4,0,7,5,6,2,7,0,7,3,1,694.3
1431,4,4,5,4,3,4,3,3,2,3,2.0,5,3,7,5,1,2,5,1,3,3,1,628.2
1432,1,2,7,5,10,10,7,3,1,7,7.0,1,5,6,7,2,2,7,1,5,3,1,686.7
1433,5,4,8,8,2,8,5,3,1,10,5.0,7,3,8,0,3,2,8,5,6,2,0,713.8
1434,5,2,8,2,3,3,1,1,2,3,0.0,2,3,6,0,1,2,10,1,2,2,1,632.5
1436,5,4,10,4,10,10,2,5,1,4,1.0,10,0,6,8,5,2,3,6,4,2,1,681.7
1437,4,1,7,4,6,6,9,1,1,5,6.0,4,7,7,0,0,2,7,5,10,3,0,718.1
1438,4,1,4,3,5,6,1,5,2,5,1.0,1,0,7,10,1,2,5,6,7,4,0,641.0
1439,0,5,10,3,10,10,5,3,2,3,1.0,9,0,4,10,1,2,10,0,1,3,0,633.5
1440,3,2,3,10,10,7,5,2,1,2,3.0,6,5,7,0,3,2,3,3,8,2,1,691.3
1441,5,4,4,2,6,3,4,3,1,3,2.0,7,1,7,0,1,2,10,5,10,3,1,684.7
1442,2,1,7,10,10,9,3,3,2,5,6.0,2,10,6,0,0,2,8,3,7,3,1,705.6
1443,3,5,4,3,6,6,3,5,1,3,2.0,4,1,8,0,10,1,2,1,10,3,1,629.9
1444,3,4,10,10,8,10,3,4,2,9,3.0,10,5,7,0,2,2,10,8,5,3,1,721.0
1445,1,5,2,0,0,5,0,0,2,2,1.0,1,0,7,3,1,2,1,0,10,4,0,574.7
1446,2,3,4,2,3,3,1,1,1,6,2.0,8,5,6,8,5,1,1,2,5,3,1,606.5
1447,2,2,5,2,3,5,2,2,1,8,0.0,5,0,9,0,5,2,8,0,2,2,1,645.6
1449,2,2,1,10,3,6,5,1,2,8,7.0,5,5,7,10,2,2,7,3,4,1,1,650.3
1450,5,1,10,10,6,10,10,5,2,10,5.0,7,0,8,0,0,2,4,3,10,2,1,735.9
1452,1,4,8,5,10,10,6,4,1,4,2.0,10,1,7,10,0,1,10,1,3,2,0,664.9
1453,2,3,9,5,10,4,3,1,1,8,3.0,3,8,7,4,0,1,5,5,3,2,1,663.5
1454,4,4,6,10,7,10,8,3,1,7,4.0,10,10,7,0,5,2,8,9,2,3,0,732.9
1455,3,3,2,6,5,5,2,5,1,8,1.0,10,2,8,0,5,1,8,1,3,2,1,660.0
1456,3,4,9,5,1,1,0,0,2,4,1.0,6,0,7,0,6,1,6,2,2,3,0,591.0
1457,4,3,10,10,10,7,7,5,1,4,4.0,5,3,6,0,8,2,10,2,7,2,1,714.7
1458,1,5,0,2,1,4,1,1,2,2,1.0,1,0,9,2,10,1,3,2,3,2,1,547.9
1459,3,3,1,7,9,6,7,0,2,8,6.0,3,8,8,2,8,1,6,8,10,1,1,660.3
1460,3,1,7,3,1,3,2,1,1,8,3.0,7,4,8,0,1,2,2,1,1,1,0,657.7
1461,4,5,4,10,5,2,3,3,2,3,1.0,2,0,8,10,3,1,5,4,3,3,1,598.9
1462,1,3,2,10,8,5,5,2,2,1,4.0,10,10,6,3,3,2,5,6,10,2,0,676.6
1463,1,5,0,2,1,4,1,1,2,2,1.0,1,0,9,2,10,1,3,2,3,2,1,547.9
1464,2,1,4,3,5,2,4,3,2,5,1.0,3,5,6,10,2,1,2,4,3,2,1,602.1
1465,2,2,5,9,5,3,6,5,1,5,3.0,1,4,7,0,3,2,10,1,10,2,0,692.0
1466,3,4,2,7,3,4,1,0,2,4,1.0,10,0,7,0,10,2,6,0,7,4,0,615.6
1467,4,3,3,2,6,7,6,4,2,4,4.0,8,5,7,7,0,2,6,4,4,4,1,664.5
1468,2,2,4,5,10,10,4,5,1,6,2.0,3,10,8,0,1,2,6,9,10,2,1,726.6
1469,2,2,4,4,6,8,2,5,2,3,3.0,6,2,7,5,5,2,5,2,5,3,1,643.7
1470,1,4,2,3,2,3,5,0,1,0,2.0,3,1,6,0,4,1,4,1,1,1,1,585.1
1471,2,5,0,8,4,10,1,1,2,1,2.0,6,0,6,2,5,1,7,3,1,1,1,594.2
1473,4,5,3,2,4,1,2,1,1,0,0.0,1,1,8,0,0,2,0,9,10,4,1,632.7
1474,1,5,0,3,1,6,0,0,2,3,2.0,8,6,8,7,4,1,0,2,10,2,1,581.4
1475,3,1,5,9,5,4,9,4,2,3,5.0,4,2,7,9,5,2,8,6,4,2,0,663.7
1476,3,3,10,6,10,5,10,0,1,7,6.0,5,5,8,0,0,1,4,10,10,2,1,710.0
1477,4,4,2,2,2,2,1,0,2,3,2.0,8,3,7,0,2,1,2,4,10,3,0,608.4
1478,5,5,5,10,10,10,10,5,1,7,7.0,10,7,7,0,3,1,10,7,7,4,1,741.4
1479,3,4,2,4,1,6,3,1,2,7,4.0,7,2,9,0,6,2,3,1,5,2,0,629.0
1480,3,2,10,10,10,10,10,4,1,5,3.0,7,5,7,5,1,2,10,5,5,1,1,735.7
1481,2,4,3,7,10,10,2,0,1,1,6.0,10,1,8,0,10,1,10,10,3,1,0,661.7
1482,4,4,10,7,10,10,2,5,1,2,0.0,8,2,7,0,2,1,10,0,10,4,1,693.4
1483,4,5,10,7,5,10,7,2,1,5,4.0,3,0,8,0,3,2,7,4,3,2,1,685.8
1484,4,3,3,3,6,5,2,3,2,10,2.0,8,0,8,7,7,2,10,1,7,3,1,647.7
1485,3,2,1,10,10,10,1,5,1,9,5.0,3,5,8,7,1,2,4,5,6,3,1,701.1
1486,3,1,5,9,5,4,9,4,2,3,5.0,4,2,7,9,5,2,8,6,4,2,0,663.7
1487,4,1,9,10,10,10,10,5,1,8,8.0,7,10,8,0,0,2,10,10,10,4,1,795.4
1488,2,3,1,2,8,2,5,5,1,2,2.0,3,3,6,8,1,1,6,3,6,3,0,627.6
1489,1,5,7,1,1,2,1,0,1,3,3.0,3,5,7,0,2,1,0,10,10,1,0,619.3
1490,1,5,7,1,1,4,0,0,1,3,2.0,2,1,6,0,4,1,0,8,10,1,0,601.9
1491,0,2,5,1,0,2,2,1,1,7,1.0,5,1,8,0,3,1,2,1,5,2,0,606.3
1492,2,1,10,10,10,10,7,5,1,2,6.0,6,1,7,0,2,2,8,9,10,3,1,744.0
1494,2,2,7,3,3,6,1,1,1,6,3.1950394588500566,1,3,7,0,2,2,5,1,4,3,1,649.5
1495,4,1,4,6,3,4,2,5,1,7,4.0,8,2,8,0,1,2,7,3,5,3,1,697.0
1496,5,0,3,5,4,6,4,2,1,7,10.0,7,1,6,3,0,1,6,2,4,2,0,676.0
1497,1,0,8,7,10,5,3,5,1,7,5.0,4,2,8,0,1,2,7,1,7,2,0,708.1
1498,3,3,10,2,5,5,1,0,1,6,6.0,3,5,8,2,1,2,4,1,9,2,1,668.8
1499,1,3,3,2,5,5,2,5,1,2,2.0,5,5,8,0,6,1,5,1,2,2,1,626.7
1500,2,4,3,3,2,4,3,0,2,10,3.0,4,0,5,0,7,1,10,2,2,2,1,597.0
1501,2,1,0,4,5,10,5,1,1,5,5.0,2,5,6,2,1,2,6,7,6,3,0,676.7
1502,1,3,10,6,3,10,1,1,2,3,2.0,10,0,6,0,1,2,7,3,7,2,1,657.9
1503,1,1,10,5,5,4,0,0,1,3,2.0,10,5,8,0,0,2,2,1,7,2,0,670.2
1504,5,1,1,7,7,4,3,5,1,10,2.0,8,5,8,2,1,2,10,0,6,4,1,710.6
1505,3,2,2,5,0,10,0,0,2,7,1.0,6,2,7,0,2,2,4,3,3,2,0,631.8
1506,2,3,5,5,2,4,1,1,1,10,1.0,2,0,8,2,0,1,3,0,1,2,1,614.2
1507,1,2,1,4,3,4,3,1,2,4,4.0,5,1,7,10,3,2,3,1,5,2,0,601.0
1508,2,3,7,4,5,10,7,3,2,8,3.0,6,5,9,3,4,2,2,2,5,2,0,666.2
1509,3,1,10,4,7,10,5,5,2,7,2.0,2,7,8,0,0,2,7,3,7,2,0,704.3
1510,3,2,4,3,10,5,2,5,2,3,5.0,3,3,7,0,0,2,8,1,3,4,1,663.5
1511,1,1,3,3,3,4,4,2,1,4,2.0,3,2,4,3,3,1,3,3,3,2,1,611.9
1513,2,1,4,6,3,7,4,1,1,4,4.0,4,2,5,3,3,1,3,3,4,1,0,632.7
1514,4,2,7,3,3,5,6,4,2,2,3.0,3,2,4,2,3,1,7,7,3,4,1,634.0
1515,3,4,6,6,5,8,7,4,1,7,6.0,3,1,4,8,9,2,9,9,4,1,1,671.4
1516,4,1,9,8,8,5,4,4,2,7,9.0,2,2,5,5,4,1,5,4,8,3,1,666.3
1517,0,3,0,5,5,8,1,2,2,2,2.0,2,1,8,0,3,2,4,2,4,3,1,612.5
