,FRUITS_VEGGIES,DAILY_STRESS,PLACES_VISITED,CORE_CIRCLE,SUPPORTING_OTHERS,SOCIAL_NETWORK,DONATION,BMI_RANGE,TODO_COMPLETED,FLOW,DAILY_STEPS,LIVE_VISION,SLEEP_HOURS,LOST_VACATION,DAILY_SHOUTING,SUFFICIENT_INCOME,PERSONAL_AWARDS,TIME_FOR_PASSION,WEEKLY_MEDITATION,AGE,GENDER,WORK_LIFE_BALANCE_SCORE,ACHIEVEMENT
7778,1,2,3,7,2,5,4,2,7,4.0,3,10,7,0,1,2,5,3,5,2,0,668.6,6
7779,2,3,5,4,6,8,2,1,9,6.0,7,10,6,0,1,1,8,7,7,2,0,703.2,8
7780,2,4,5,6,10,10,0,2,1,1.0,2,5,5,10,2,2,10,1,2,3,0,634.0,10
7781,3,3,4,8,8,7,3,2,5,2.0,5,4,7,4,3,2,4,3,6,2,0,660.5,5
7782,4,4,3,3,2,5,5,2,3,0.0,5,0,10,0,0,1,3,2,10,4,1,625.4,0
7783,5,2,4,2,2,4,5,1,3,2.0,3,4,8,0,0,2,10,2,10,1,1,690.9,5
7784,3,1,10,7,8,8,5,1,7,4.0,10,3,7,0,3,2,10,1,1,2,1,717.6,3
7785,2,4,3,10,10,10,2,2,6,8.0,3,10,6,0,0,2,10,8,8,4,1,719.4,10
7786,2,5,5,7,10,3,5,1,10,1.0,8,10,9,0,1,2,10,2,10,2,1,724.4,6
7787,5,3,10,5,6,8,5,1,3,1.0,10,0,8,0,1,2,5,3,10,2,1,707.6,2
7788,1,3,4,5,8,8,4,1,7,2.0,7,4,7,0,2,2,7,3,10,2,0,698.3,5
7789,1,3,10,5,7,8,4,1,7,2.0,6,4,7,0,2,2,6,2,10,2,0,703.2,6
7790,0,2,10,5,10,10,5,1,8,6.0,2,4,7,0,1,2,10,3,3,2,1,721.1,10
7791,2,2,3,4,10,4,2,1,5,4.0,10,10,6,4,1,2,2,4,10,3,1,690.2,3
7792,3,1,4,10,10,10,3,1,8,2.0,10,5,7,0,2,2,4,10,7,3,1,732.9,4
7793,4,1,3,4,9,5,2,1,8,4.0,8,5,6,1,1,2,7,7,7,4,1,713.6,7
7794,5,3,10,7,3,5,5,1,6,1.0,10,3,8,0,2,2,10,2,10,4,1,714.4,1
7795,4,2,10,5,7,10,1,2,3,1.0,3,4,9,0,0,2,3,3,10,1,0,675.8,2
7796,2,1,1,5,5,7,1,1,6,2.0,7,0,8,5,1,2,5,2,6,2,0,662.8,6
7797,1,4,3,4,5,8,2,2,5,2.0,8,10,8,10,3,2,5,1,3,3,1,630.7,2
7798,3,2,6,10,3,10,0,1,3,3.0,10,2,7,0,10,2,4,2,10,3,0,678.5,5
7799,4,2,6,4,3,3,4,1,4,2.0,5,4,9,4,0,2,6,2,4,4,1,669.4,2
7800,4,2,10,6,5,5,5,1,7,1.0,8,2,8,0,1,1,7,6,10,2,1,702.1,3
7801,4,3,7,4,10,10,5,1,9,1.0,10,10,7,0,2,2,7,7,10,4,1,748.2,6
7802,0,3,2,6,1,10,3,2,5,6.0,5,10,9,0,0,1,4,0,8,2,1,643.9,1
7803,3,1,0,0,5,8,4,1,5,6.0,5,5,7,6,5,2,6,6,9,2,0,682.6,7
7804,2,4,5,5,5,4,5,1,5,4.0,10,0,6,0,2,1,4,4,8,4,1,668.1,7
7805,4,3,7,2,5,2,1,1,7,8.0,2,5,9,7,1,2,8,8,8,3,1,690.9,8
7806,5,3,8,9,7,8,1,1,8,5.0,3,8,7,10,2,2,7,8,10,2,1,717.9,9
7807,5,2,10,3,10,8,2,1,7,3.0,8,5,8,0,1,2,4,5,10,3,1,720.8,2
7808,1,2,4,7,3,9,5,1,8,2.0,10,1,7,0,0,2,10,1,2,1,0,702.3,9
7809,2,5,7,10,10,3,4,1,5,1.0,2,10,6,5,2,2,10,1,6,2,0,686.9,7
7810,2,5,7,4,10,5,4,1,5,1.0,7,10,6,0,3,1,10,2,10,2,1,679.4,2
7811,5,1,8,6,10,10,3,1,8,5.0,8,1,7,0,2,2,10,8,10,2,0,749.5,6
7812,3,2,4,10,4,7,3,1,7,4.0,8,3,7,1,1,2,3,3,3,2,1,684.9,2
7813,4,1,10,10,8,5,4,1,8,2.0,8,10,8,0,1,2,10,3,10,3,1,754.8,7
7814,0,4,3,3,2,4,1,1,2,0.0,7,0,7,0,4,2,5,1,6,2,1,615.0,0
7815,2,1,1,6,6,10,5,2,3,2.0,2,5,7,0,1,2,2,1,1,4,0,642.9,0
7816,4,3,0,0,1,10,0,2,6,2.0,5,0,8,0,1,1,7,2,10,1,1,630.1,7
7817,3,2,8,4,3,6,1,2,5,0.0,3,2,6,5,0,2,6,3,4,2,0,632.7,2
7818,3,5,1,6,4,2,0,2,6,0.0,1,3,7,10,1,2,3,0,5,3,1,584.9,0
7819,1,2,3,1,1,3,0,2,1,1.0,1,1,7,0,10,2,3,0,10,3,0,584.9,3
7820,1,2,3,4,2,2,1,2,7,2.0,7,2,7,0,9,2,3,2,8,3,1,616.7,1
7821,3,1,4,10,10,7,5,2,7,10.0,5,10,8,3,0,2,10,8,10,4,1,750.8,10
7822,3,5,2,2,5,5,0,1,8,3.0,5,0,8,2,1,2,3,1,2,2,0,630.1,2
7823,3,4,6,5,10,10,5,2,8,8.0,7,10,6,7,1,2,6,10,10,2,0,727.0,10
7824,4,4,4,4,4,8,5,2,5,3.0,2,3,7,2,7,1,4,1,3,2,1,620.8,5
7825,3,2,7,4,5,5,3,2,0,3.0,7,3,7,0,1,1,2,6,8,3,1,645.6,4
7826,3,1,6,1,10,5,1,2,2,2.0,3,2,10,0,0,2,5,3,10,2,0,662.4,3
7827,2,2,2,7,10,7,2,2,7,5.0,1,4,9,5,1,2,5,1,9,4,1,660.1,2
7828,5,5,10,1,2,6,0,1,5,1.0,10,0,8,0,1,1,10,2,5,2,1,648.1,0
7829,2,3,3,3,3,2,2,2,5,3.0,1,7,7,7,8,2,3,1,9,3,0,608.7,3
7830,3,3,3,3,3,10,2,2,5,1.0,1,7,7,7,7,2,3,1,9,3,0,624.0,3
7831,5,2,8,10,10,8,5,1,8,8.0,10,2,8,0,1,2,3,8,10,2,1,753.5,3
7832,3,4,4,8,8,10,5,1,3,0.0,6,2,6,0,10,2,2,1,7,2,1,662.2,3
7833,2,5,4,6,10,10,2,1,1,2.0,7,3,6,7,8,1,6,3,3,1,0,626.7,3
7834,2,2,10,10,10,3,5,2,8,8.0,10,10,8,0,2,2,10,8,10,3,1,756.9,10
7835,5,3,5,5,10,3,5,1,2,5.0,7,3,7,1,5,1,8,4,5,4,1,677.9,5
7836,4,3,10,5,4,10,3,1,7,2.0,3,3,8,4,5,2,10,3,10,3,1,699.4,6
7837,3,0,7,0,3,10,0,1,7,1.0,10,0,8,10,0,2,0,0,7,2,0,648.1,0
7838,5,3,2,1,2,5,1,1,8,1.0,10,4,8,0,3,2,8,3,10,1,0,677.0,1
7839,2,4,6,4,3,7,5,1,9,2.0,10,1,8,10,3,2,7,3,5,2,1,671.9,5
7840,3,3,5,2,3,2,5,1,5,1.0,6,2,6,0,7,2,3,0,5,3,1,641.8,3
7841,4,5,6,2,3,1,2,2,1,3.0,1,10,8,10,2,2,10,2,4,3,1,615.7,0
7842,3,4,3,4,3,6,1,2,2,1.0,5,2,6,5,6,2,5,0,5,2,1,607.6,5
7843,3,2,6,5,2,8,2,1,5,3.0,9,1,7,0,4,2,4,1,5,2,1,666.4,2
7844,3,3,4,4,5,8,2,2,7,2.0,2,2,8,8,9,2,2,0,8,3,0,617.6,3
7845,2,1,5,5,2,5,5,1,9,1.0,9,1,7,1,1,2,3,2,5,2,0,678.3,3
7846,2,2,10,10,8,5,3,1,7,2.0,10,3,7,3,1,2,9,2,7,2,1,717.6,8
7847,3,3,7,3,5,5,2,2,3,3.0,4,1,7,5,5,2,7,1,1,2,1,617.8,1
7848,5,1,3,10,6,6,0,1,4,2.0,5,1,10,10,1,1,5,5,10,2,0,656.0,0
7849,4,2,0,2,7,3,5,1,6,2.0,7,5,7,4,0,2,2,6,10,4,1,686.4,5
7850,1,4,3,5,3,5,5,2,2,8.0,5,10,9,0,2,2,3,2,10,2,1,677.9,10
7851,1,3,3,10,7,5,2,1,2,6.0,7,5,5,0,2,1,7,3,3,2,0,655.4,3
7852,3,2,10,5,10,6,5,1,9,4.0,5,5,7,1,3,2,10,1,6,3,1,726.8,10
7853,2,2,0,1,0,4,0,2,0,1.0,3,0,4,5,0,1,0,1,0,4,1,543.9,0
7854,3,1,10,6,2,6,2,1,8,2.0,10,3,7,0,3,2,3,2,3,2,0,688.7,6
7855,1,5,0,4,5,10,2,1,5,3.0,5,5,6,5,5,1,6,2,10,4,1,634.8,5
7856,1,2,6,8,4,10,5,1,9,1.0,6,1,8,0,1,2,10,1,8,3,1,706.8,5
7857,5,2,6,10,6,5,4,2,8,3.0,3,10,9,0,1,2,8,3,10,3,1,713.2,4
7858,3,1,5,4,3,3,0,1,7,2.0,4,1,8,0,1,2,0,2,7,4,1,653.7,4
7859,3,1,0,4,10,4,3,1,5,3.0,5,1,6,10,1,1,2,3,7,3,1,634.8,3
7860,1,5,0,3,1,2,0,2,2,1.0,2,10,8,10,10,1,0,0,5,2,0,541.1,1
7861,1,5,6,10,8,10,3,2,3,3.0,1,5,8,10,10,2,10,1,10,3,0,646.3,6
7862,2,1,8,4,2,4,0,2,8,2.0,9,2,6,0,0,2,3,3,7,2,0,657.7,5
7863,4,3,3,3,10,10,3,2,3,3.0,4,1,6,0,2,1,2,1,5,4,1,634.6,5
7864,1,1,7,10,10,10,1,1,5,6.0,5,10,7,3,2,1,9,2,2,3,1,691.1,5
7865,3,3,3,7,6,10,4,1,5,4.0,8,7,6,10,5,2,6,3,6,3,0,683.0,6
7866,3,3,10,4,4,5,2,1,3,4.0,3,3,7,2,1,1,5,2,3,2,1,641.4,2
7867,1,4,4,3,1,4,1,1,1,1.0,5,7,4,4,10,1,3,3,0,1,1,578.3,1
7868,3,2,9,10,10,3,5,1,4,8.0,5,5,7,0,1,2,6,6,8,3,1,737.0,10
7869,3,3,2,5,6,10,3,2,6,7.0,3,6,7,4,1,2,7,2,5,3,0,661.8,1
7870,4,3,1,4,6,10,3,2,6,5.0,3,6,7,4,2,2,6,2,5,3,0,656.7,2
7871,2,1,5,6,5,8,2,2,0,1.0,5,0,9,0,0,1,4,0,6,2,1,628.6,3
7872,4,2,7,4,5,2,1,1,7,3.0,5,5,7,0,4,2,10,7,2,2,0,679.2,2
7873,3,3,3,5,10,10,4,1,5,2.0,10,0,7,10,1,2,5,0,2,3,1,661.5,1
7874,2,2,1,2,1,3,0,2,5,1.0,4,2,8,10,7,2,4,2,3,3,0,580.6,1
7875,2,1,10,5,10,3,3,2,8,4.0,5,10,8,0,1,2,5,6,10,4,1,711.7,6
7876,5,1,5,6,3,10,2,2,8,1.0,3,1,6,5,3,2,4,1,3,1,1,656.5,10
7877,3,3,10,2,3,10,0,1,2,4.0,10,0,8,1,6,1,5,1,5,3,1,644.7,4
7878,2,2,5,1,2,10,1,1,7,3.0,4,5,7,0,2,2,3,3,8,3,0,667.1,3
7879,2,4,10,10,10,10,4,1,8,4.0,1,5,8,9,6,1,10,5,10,4,1,699.0,10
7880,2,3,7,3,8,5,1,1,5,1.0,10,4,7,7,2,2,3,3,7,2,0,656.4,0
7881,4,2,5,10,10,10,5,2,8,3.0,8,5,9,0,0,2,10,2,7,3,1,724.4,3
7882,2,4,10,5,6,5,5,2,7,3.0,6,5,7,10,3,2,10,3,10,2,0,674.3,5
7883,3,2,6,10,10,10,0,2,8,6.0,5,10,6,3,0,1,10,3,8,1,0,701.1,10
7884,3,0,6,10,6,6,5,1,6,5.0,10,10,9,0,1,2,10,5,10,2,1,765.6,10
7885,3,2,3,5,4,2,2,1,5,5.0,5,10,7,7,1,1,9,3,8,4,1,658.8,2
7886,1,3,10,8,0,10,0,1,6,5.0,6,5,7,0,1,2,2,6,4,2,0,676.0,2
7887,2,4,0,7,3,10,2,1,2,0.0,9,1,9,10,1,1,8,1,1,2,0,622.6,4
7888,1,2,10,3,10,10,4,2,2,2.0,10,2,3,0,2,2,10,2,7,3,0,686.2,7
7889,1,5,4,1,4,2,1,2,9,2.0,2,1,8,0,8,1,3,2,10,3,0,604.0,10
7890,2,2,1,3,2,5,0,1,1,2.0,3,3,6,2,3,1,1,3,5,1,0,597.0,0
7891,5,2,4,8,9,5,5,1,8,3.0,5,5,8,0,3,2,3,3,6,3,1,708.3,5
7892,4,4,2,4,5,10,3,1,7,0.0,6,1,5,0,3,2,1,0,10,4,1,656.9,1
7893,5,2,8,2,4,2,5,1,3,2.0,8,0,8,0,7,2,7,2,10,3,0,690.2,9
7894,1,2,0,1,3,10,0,1,3,0.0,2,0,8,0,2,1,2,3,3,2,1,598.9,0
7895,0,2,9,3,1,2,0,2,5,0.0,7,3,6,0,1,2,3,0,4,3,1,614.8,2
7896,1,2,4,5,5,4,1,2,7,6.0,3,8,7,10,2,2,6,2,5,2,1,643.1,7
7897,2,5,6,10,10,10,5,2,9,3.0,1,0,6,2,1,2,4,1,1,3,1,654.4,2
7898,0,3,3,0,1,2,1,1,9,6.0,7,5,8,0,1,1,2,1,8,4,0,630.5,2
7899,2,4,10,7,10,10,5,2,8,3.0,10,3,8,0,10,2,10,0,4,3,0,699.1,10
7900,1,2,9,3,3,10,2,2,5,0.0,7,5,7,10,3,2,2,2,5,3,0,630.3,2
7901,1,3,1,6,8,10,1,2,6,8.0,4,2,6,10,2,2,2,0,1,3,0,621.0,4
7902,5,5,2,2,5,3,3,2,3,4.0,10,10,7,10,5,1,3,7,10,1,1,636.0,5
7903,4,3,3,5,2,6,1,1,5,0.0,10,1,8,4,5,1,2,3,2,2,1,624.3,3
7904,4,2,3,5,7,10,2,2,5,8.0,2,8,8,7,4,2,5,3,7,3,1,666.9,3
7905,3,5,6,4,4,10,5,1,6,5.0,8,3,8,10,8,2,10,3,2,1,0,668.1,4
7906,2,1,6,2,2,4,1,1,3,3.0,4,2,6,0,6,2,3,1,5,2,0,631.2,1
7907,1,2,1,2,5,10,1,1,4,7.0,10,5,4,0,2,2,4,1,5,3,0,667.7,5
7908,3,4,10,5,10,10,4,1,3,5.0,7,2,4,10,2,1,10,2,10,1,0,680.7,7
7909,4,2,9,5,4,4,0,2,6,1.0,1,5,7,0,4,2,5,2,5,3,1,646.1,5
7910,2,1,9,6,1,2,2,1,8,5.0,9,1,8,0,0,2,5,2,6,4,0,688.7,5
7911,4,3,3,5,0,10,2,1,4,1.0,8,1,7,0,1,2,7,1,10,3,0,673.0,2
7912,5,3,4,9,9,7,5,1,6,5.0,5,10,7,10,0,2,10,8,7,4,1,728.5,6
7913,2,1,7,3,2,4,1,2,7,3.0,8,2,6,0,0,2,5,3,7,2,0,657.5,4
7914,5,5,5,3,3,3,0,1,8,5.0,10,5,5,2,1,2,1,5,10,2,1,674.7,5
7915,3,1,8,8,10,9,5,2,5,5.0,10,5,7,7,1,2,6,1,10,3,0,705.7,3
7916,1,3,8,5,1,2,1,1,4,1.0,5,2,7,0,6,1,2,2,6,1,1,612.9,2
7917,0,2,2,3,10,10,2,2,2,0.0,3,0,9,5,2,1,2,5,0,3,1,595.9,0
7918,2,3,10,6,5,6,5,2,4,4.0,4,5,5,2,1,2,4,5,5,2,1,668.4,4
7919,1,5,4,3,6,5,2,2,5,5.0,5,5,8,6,6,2,6,8,4,2,1,636.9,5
7920,1,5,4,2,3,2,2,2,8,1.0,5,3,6,3,7,1,2,1,0,2,1,568.5,0
7921,5,1,10,10,5,4,2,1,6,2.0,3,5,7,0,2,2,6,5,10,3,1,721.3,10
7922,5,1,7,3,10,5,5,1,7,1.0,5,3,7,0,0,2,10,6,10,4,1,725.1,3
7923,1,3,10,2,1,10,3,2,5,1.0,7,1,4,1,5,2,10,1,4,1,0,641.6,4
7924,3,1,5,0,10,10,5,2,8,2.0,8,2,8,0,0,2,10,2,10,3,1,703.8,3
7925,1,2,1,5,2,4,1,2,9,5.0,4,7,8,1,5,2,7,4,8,2,0,648.6,2
7926,5,3,10,4,4,10,1,2,1,1.0,6,3,7,5,2,2,10,1,2,4,0,650.5,3
7927,4,4,2,4,10,10,5,2,5,8.0,1,5,7,7,1,2,10,7,10,4,1,688.6,3
7928,3,4,5,8,6,10,1,1,4,3.0,3,4,2,0,4,1,10,1,5,1,1,648.9,4
7929,1,5,1,3,3,4,1,2,5,0.0,6,2,6,7,3,1,10,1,0,2,1,575.5,2
7930,1,2,7,2,0,2,3,1,3,1.0,3,1,6,2,0,2,1,3,7,2,0,629.3,1
7931,2,3,10,10,6,10,2,1,7,7.0,7,6,6,7,6,2,6,3,7,1,1,699.8,6
7932,5,3,3,5,3,6,3,1,9,9.0,8,10,7,0,0,2,10,10,8,1,0,746.1,9
7933,2,2,10,8,4,4,3,2,3,3.0,8,0,8,6,1,1,3,3,10,4,1,647.7,6
7934,4,5,5,8,8,5,5,2,5,3.0,10,5,7,0,5,2,7,3,5,3,1,685.3,7
7935,3,2,10,10,7,5,2,1,7,3.0,8,3,8,0,1,2,6,8,5,2,1,714.0,3
7936,2,3,0,5,3,6,3,1,7,6.0,9,7,6,0,3,2,5,6,8,2,0,690.0,5
7937,1,5,0,3,2,10,3,2,7,3.0,8,2,6,0,10,1,3,0,3,2,1,592.9,2
7938,5,2,0,3,6,3,0,1,7,3.0,10,2,7,0,1,2,6,3,8,2,0,673.4,1
7939,4,3,6,5,1,3,2,2,3,2.0,4,2,8,5,2,2,10,0,4,2,1,635.0,5
7940,3,4,10,5,2,6,3,1,2,3.0,4,1,8,5,10,2,8,0,0,3,1,628.2,0
7941,3,3,1,6,4,3,0,1,2,0.0,5,0,8,0,7,1,0,4,10,2,0,608.0,0
7942,1,0,3,5,7,4,3,1,5,0.0,10,3,7,0,3,2,5,1,5,3,1,680.2,8
7943,5,3,3,5,5,10,1,1,8,2.0,8,5,8,10,1,2,0,5,7,1,0,669.8,1
7944,2,5,10,2,0,3,0,1,5,4.0,5,0,6,10,6,1,6,2,10,2,1,607.6,5
7945,3,4,10,6,10,4,5,1,7,7.0,3,5,7,5,5,2,10,2,10,3,1,706.0,5
7946,4,5,10,4,10,9,5,2,9,6.0,7,3,9,0,0,2,10,6,10,3,1,736.1,10
7947,1,1,10,5,10,6,0,1,7,6.0,4,10,7,0,1,2,10,6,7,3,0,719.8,5
7948,1,4,2,3,9,3,1,2,3,3.0,7,1,6,5,9,1,3,1,5,2,1,580.8,2
7949,5,5,10,5,8,10,1,1,10,5.0,4,7,8,0,3,1,10,0,10,2,1,697.9,3
7950,4,4,10,10,10,10,5,1,7,4.0,5,10,7,0,1,2,4,5,4,2,1,728.5,2
7951,0,3,6,2,2,10,1,2,9,2.0,6,2,10,0,2,2,10,4,10,4,1,663.0,1
7952,3,4,8,8,5,5,5,2,5,4.0,5,2,6,0,3,2,10,2,6,2,0,684.1,10
7953,4,3,10,10,10,10,4,2,8,4.0,7,2,8,0,0,1,8,4,10,3,1,713.8,7
7954,2,4,3,5,10,5,4,2,1,2.0,4,4,8,5,4,2,5,2,3,3,1,629.9,2
7955,3,4,9,5,3,10,2,1,8,2.0,8,8,8,10,0,2,9,2,4,2,1,686.8,4
7956,3,1,5,3,4,5,5,1,5,1.0,8,0,6,9,2,2,6,1,10,4,1,660.9,0
7957,3,3,4,8,10,10,2,2,8,3.0,10,10,6,6,2,2,8,6,10,4,1,705.5,4
7958,1,5,10,5,10,10,5,2,3,0.0,6,5,5,10,0,2,10,10,2,4,1,665.4,2
7959,3,2,10,7,5,10,5,1,8,3.0,10,1,8,0,2,2,5,3,7,2,0,721.2,5
7960,1,4,3,4,10,4,4,1,1,1.0,2,8,7,3,8,1,1,3,8,2,0,625.9,4
7961,2,3,10,4,3,1,2,1,5,3.0,4,3,8,10,5,1,5,3,4,2,0,624.8,6
7962,4,5,10,6,10,10,5,2,8,2.0,9,10,6,10,0,2,9,10,4,4,1,705.3,1
7963,5,1,10,3,9,5,5,2,10,8.0,8,10,7,0,1,2,6,5,2,4,0,734.2,10
7964,0,5,1,2,10,10,1,2,4,5.0,3,0,4,10,1,1,10,4,10,4,0,608.5,3
7965,3,1,10,8,4,5,1,2,10,4.0,6,2,7,0,2,2,10,6,10,2,0,696.4,2
7966,2,1,3,1,9,7,2,1,8,2.0,4,3,7,0,2,2,4,5,3,3,0,670.5,3
7967,2,3,4,6,7,5,0,1,5,7.0,5,3,8,0,3,2,3,7,4,2,0,670.9,4
7968,3,4,5,5,5,5,4,2,5,3.0,5,5,7,5,1,2,5,2,2,3,0,641.8,2
7969,2,3,6,5,2,10,2,2,10,3.0,10,2,7,0,6,2,10,3,4,3,1,671.7,5
7970,4,3,7,10,7,10,5,1,8,8.0,8,6,7,0,1,2,10,7,6,1,0,759.7,10
7971,1,5,2,2,1,8,3,2,3,0.0,1,0,6,10,9,1,2,3,7,1,1,554.1,1
7972,3,3,9,5,6,10,1,2,10,8.0,9,8,9,0,3,2,10,6,6,1,0,722.9,8
7973,4,1,4,3,3,10,3,1,2,1.0,5,5,8,5,1,2,5,4,5,1,0,672.6,3
7974,1,1,8,3,4,3,1,1,8,4.0,10,0,8,7,3,2,8,3,7,1,0,671.9,5
7975,2,4,7,10,3,10,3,1,3,0.0,7,10,7,4,7,2,9,3,10,1,1,691.5,5
7976,4,5,8,6,10,10,5,1,3,3.0,10,1,7,5,3,1,6,5,10,1,0,688.7,4
7977,4,4,6,10,10,10,5,1,9,2.0,10,3,7,3,1,2,4,2,4,1,0,710.8,3
7978,4,5,2,5,0,4,0,2,7,3.0,8,0,7,0,1,1,4,4,2,1,1,606.7,2
7979,5,5,10,5,0,10,1,1,5,1.0,1,1,7,10,10,1,10,1,0,1,1,603.6,1
7980,5,1,10,4,2,4,1,1,5,1.0,4,2,7,0,4,2,4,2,7,2,1,667.1,3
7981,2,4,0,4,2,1,4,1,1,1.0,4,0,4,10,0,1,7,1,7,4,0,591.7,1
7982,5,1,10,4,4,3,2,1,10,2.0,6,10,7,0,3,2,2,2,4,4,1,698.1,6
7983,1,3,4,2,5,10,1,1,7,1.0,5,1,7,0,4,1,4,0,5,3,1,628.2,3
7984,4,3,6,1,10,4,4,2,7,2.0,3,2,5,0,3,2,4,1,7,3,1,649.5,2
7985,2,4,4,8,10,10,3,2,5,3.0,3,0,7,5,0,2,10,5,5,3,1,668.6,5
7986,3,4,4,8,8,10,2,2,5,3.0,5,1,7,0,3,1,6,4,5,4,1,652.0,7
7987,1,3,3,4,4,4,1,1,6,1.0,1,10,7,7,5,2,0,1,3,3,1,615.5,1
7988,5,1,8,5,10,6,4,1,7,2.0,9,7,9,0,1,2,6,7,10,4,0,746.7,6
7989,5,5,10,0,10,3,5,1,9,2.0,10,1,6,0,10,2,10,1,10,4,1,698.7,7
7990,5,2,10,10,10,10,5,2,10,10.0,9,0,8,0,1,2,10,10,10,3,0,772.0,10
7991,5,3,5,3,10,5,3,1,9,2.0,8,5,6,10,4,2,6,2,9,3,1,681.3,3
7992,5,3,4,3,4,5,5,2,8,0.0,2,5,8,2,10,2,3,3,2,2,1,634.6,3
7993,2,3,6,4,4,5,1,1,4,1.0,2,1,7,0,3,1,5,2,7,2,0,627.6,3
7994,3,1,10,7,10,2,5,2,3,3.0,3,2,8,0,1,2,8,5,10,4,1,696.0,4
7995,1,3,7,10,10,10,0,1,6,3.0,10,2,7,10,4,2,3,3,4,4,0,668.3,4
7996,5,1,6,7,10,8,2,1,9,6.0,10,3,9,1,1,1,5,6,10,2,1,726.5,6
7997,1,5,1,1,3,2,2,2,3,1.0,5,0,5,5,7,2,2,1,2,3,1,564.9,1
7998,2,4,7,3,3,8,3,1,5,3.0,5,0,7,0,2,2,10,2,8,2,1,670.7,2
7999,2,4,8,4,3,8,3,1,5,3.0,5,0,7,0,2,2,10,2,8,2,1,674.1,2
8000,5,1,10,10,10,8,0,1,5,3.0,10,10,7,0,1,2,4,8,10,4,1,744.8,4
8001,2,5,2,10,10,10,2,2,10,5.0,7,5,7,0,3,2,8,10,7,3,1,694.9,1
8002,4,4,10,4,2,5,4,1,5,2.0,4,0,8,10,6,2,5,8,3,2,1,653.7,5
8003,5,3,3,4,5,4,3,1,5,4.0,9,1,8,8,2,2,9,4,3,4,1,676.8,7
8004,5,3,10,6,5,7,5,1,6,6.0,10,5,8,4,0,2,10,6,5,4,1,733.1,5
8005,3,3,3,6,10,10,3,2,7,3.0,5,10,8,0,1,2,3,4,10,3,0,694.7,3
8006,3,2,10,6,10,10,5,2,8,5.0,8,6,7,0,1,2,10,4,10,4,0,742.7,10
8007,1,4,5,7,3,7,5,2,5,3.0,5,5,7,0,2,2,8,5,4,4,0,667.3,5
8008,3,2,10,8,10,7,5,2,5,2.0,5,3,5,0,1,2,10,2,5,4,0,704.3,10
8009,2,4,2,5,5,5,5,1,3,1.0,10,0,7,5,10,2,6,1,5,4,0,644.5,6
8010,1,4,1,0,1,4,0,1,4,1.0,7,0,5,10,9,1,3,0,10,2,0,565.3,0
8011,1,3,4,7,1,5,5,1,5,0.0,5,1,8,0,6,2,3,1,8,2,0,653.9,5
8012,4,2,3,4,5,4,2,1,3,5.0,6,5,6,0,1,1,4,2,2,2,1,648.6,4
8013,5,3,7,7,5,6,5,1,5,2.0,10,6,7,5,2,2,6,3,8,3,1,705.7,4
8014,2,1,8,4,2,5,1,1,7,2.0,10,1,6,0,0,2,5,2,7,2,0,681.7,6
8015,3,1,2,1,1,2,0,1,3,2.0,7,6,8,0,0,2,2,10,10,2,0,667.9,3
8016,1,1,10,2,10,7,0,1,7,1.0,3,3,8,0,3,2,10,2,7,2,1,694.3,10
8017,1,1,2,7,1,1,2,2,5,3.0,2,3,4,0,1,2,5,1,10,3,1,627.0,1
8018,2,0,0,2,0,10,0,2,6,1.0,2,2,8,0,0,1,3,0,10,2,0,610.8,0
8019,5,3,9,10,10,3,5,2,5,6.0,8,3,8,0,3,2,10,1,7,4,1,710.6,5
8020,5,4,3,9,9,6,3,1,9,8.0,5,7,8,0,0,2,10,3,10,2,0,735.5,6
8021,5,2,3,4,3,4,5,2,8,6.0,7,2,8,0,1,2,4,6,3,3,1,674.7,2
8022,3,2,8,4,5,2,3,2,4,0.0,10,0,7,3,1,2,1,1,1,3,1,627.5,0
8023,2,1,3,4,10,2,5,1,8,1.0,8,0,7,0,1,1,3,1,10,3,0,664.5,1
8024,2,1,2,4,2,3,1,1,3,4.0,6,0,9,0,0,2,6,0,8,4,1,650.9,0
8025,5,0,10,3,4,0,5,2,10,7.0,10,6,7,0,0,2,10,8,10,4,1,726.1,0
8026,4,2,3,6,7,10,2,1,9,5.0,9,8,9,2,2,2,5,7,5,2,1,728.0,9
8027,4,2,5,8,5,5,3,2,6,2.0,6,0,6,0,1,2,4,1,10,2,1,663.9,2
8028,0,5,2,7,3,1,2,1,0,1.0,5,0,6,0,10,1,2,1,3,3,0,571.9,0
8029,2,3,5,10,5,5,3,1,7,6.0,5,10,6,0,10,2,10,2,10,1,1,702.8,7
8030,1,1,3,2,0,10,0,1,0,3.0,2,3,3,2,1,2,2,1,4,3,1,621.7,5
8031,3,4,2,4,8,4,0,2,0,0.0,7,0,6,7,5,1,5,1,0,3,0,572.3,2
8032,3,2,0,8,1,6,1,2,1,8.0,7,4,6,4,4,2,4,7,7,1,0,645.4,3
8033,3,1,6,10,0,10,2,2,7,6.0,10,7,9,0,0,2,3,6,3,2,1,701.0,5
8034,4,2,6,7,1,8,1,2,0,6.0,6,3,6,4,3,2,2,8,6,1,0,648.6,2
8035,2,2,2,7,5,6,1,2,2,2.0,3,2,7,1,3,2,3,2,4,3,0,626.1,4
8036,2,4,6,6,10,7,5,2,7,4.0,10,1,7,0,5,2,6,3,6,3,0,685.3,7
