,FRUITS_VEGGIES,PLACES_VISITED,CORE_CIRCLE,SUPPORTING_OTHERS,SOCIAL_NETWORK,ACHIEVEMENT,DONATION,BMI_RANGE,TODO_COMPLETED,FLOW,DAILY_STEPS,LIVE_VISION,SLEEP_HOURS,LOST_VACATION,DAILY_SHOUTING,SUFFICIENT_INCOME,PERSONAL_AWARDS,TIME_FOR_PASSION,WEEKLY_MEDITATION,AGE,GENDER,WORK_LIFE_BALANCE_SCORE,DAILY_STRESS
6617,1,2,6,5,2,0,1,2,5,1.0,2,0,6,5,6,2,5,0,1,3,0,579.8,4
6618,3,0,2,2,2,0,0,1,8,0.0,2,0,9,0,2,2,2,0,7,4,1,624.6,1
6619,3,0,2,2,2,0,0,1,8,0.0,3,0,9,0,2,2,2,0,7,4,1,619.7,3
6620,4,10,4,10,10,5,5,1,8,6.0,9,6,7,0,2,2,8,10,5,2,0,744.6,4
6621,5,5,10,10,3,8,4,2,7,1.0,4,3,8,0,1,2,6,1,10,3,1,701.3,1
6622,4,1,4,2,1,1,0,1,8,2.0,8,2,8,10,2,1,1,8,10,2,0,632.4,1
6623,4,2,4,5,3,3,2,1,9,6.0,10,2,7,7,1,2,5,2,10,3,0,683.6,1
6624,4,5,7,5,6,5,1,2,6,3.0,6,2,7,0,3,2,7,3,5,4,0,662.4,3
6625,3,8,1,6,1,6,2,2,3,1.0,4,1,7,0,4,2,9,3,10,4,0,655.2,1
6626,0,1,9,0,10,1,0,1,2,2.0,10,2,5,1,8,2,0,3,8,2,0,622.0,5
6627,1,2,1,5,1,4,0,2,3,3.0,2,2,5,2,6,2,7,1,8,4,0,603.4,2
6628,4,10,6,4,10,6,1,1,6,5.0,8,10,8,10,7,2,7,1,7,4,1,688.5,4
6629,0,1,10,2,5,0,2,1,2,1.0,10,1,6,5,3,1,2,0,10,2,0,615.4,3
6630,4,10,10,10,4,10,3,1,8,2.0,6,2,7,0,1,2,10,1,5,3,1,727.0,1
6631,1,1,10,4,7,1,4,1,5,0.0,5,7,7,10,7,1,3,0,7,3,1,621.4,3
6632,3,4,6,0,5,2,4,1,7,4.0,5,9,7,5,1,2,4,5,6,2,1,672.4,4
6633,2,10,10,10,10,4,2,1,8,1.0,8,10,7,0,3,2,10,2,8,2,0,729.1,3
6634,5,7,3,7,7,3,3,1,7,3.0,6,6,6,2,2,2,7,1,3,3,1,686.0,3
6635,3,10,4,10,8,7,2,1,9,4.0,4,1,8,10,3,1,2,2,3,2,1,657.1,2
6636,2,5,4,1,2,5,0,1,9,3.0,3,0,9,0,5,2,2,2,8,4,0,645.2,2
6637,3,3,5,2,3,0,4,2,10,3.0,5,2,8,0,1,2,8,5,7,4,1,662.4,3
6638,2,1,6,2,4,2,1,1,3,2.0,6,0,7,0,0,2,2,4,3,2,0,638.6,2
6639,4,8,8,8,10,8,3,2,6,5.0,7,3,8,0,1,2,5,6,6,3,1,712.1,2
6640,3,2,10,10,10,3,5,2,9,4.0,10,3,7,7,5,1,5,3,9,4,0,675.1,2
6641,4,10,7,4,7,1,2,2,8,1.0,3,4,8,0,0,1,2,9,7,2,1,660.3,3
6642,1,2,3,2,6,3,2,2,2,1.0,5,0,6,0,1,1,5,0,3,3,1,599.1,1
6643,1,5,5,2,3,6,1,2,9,6.0,5,4,7,5,5,2,2,6,10,1,1,641.8,4
6644,4,2,4,7,7,1,5,1,6,1.0,5,1,8,10,3,1,8,3,4,3,1,642.0,3
6645,2,5,6,10,8,7,2,2,7,2.0,9,10,6,8,2,2,10,4,2,3,0,676.4,4
6646,5,10,8,10,10,10,5,2,5,3.0,10,10,7,10,3,2,10,8,10,4,0,738.0,3
6647,5,8,10,10,10,4,5,2,7,3.0,8,2,7,7,1,2,10,7,7,4,1,712.1,4
6648,4,5,5,5,5,5,3,1,5,5.0,5,5,5,5,5,2,5,4,5,2,0,668.6,3
6649,2,3,7,9,10,5,3,1,4,2.0,4,2,6,0,4,2,10,6,7,4,1,694.1,2
6650,5,7,10,4,7,5,3,1,7,5.0,6,3,8,0,5,2,4,5,6,3,1,710.2,1
6651,3,5,7,8,10,7,5,1,8,8.0,10,4,7,0,3,2,10,10,7,3,0,755.0,1
6652,5,5,5,8,10,6,5,1,7,4.0,9,1,6,8,4,2,3,1,10,4,1,688.3,5
6653,0,0,1,3,0,10,0,2,5,1.0,1,0,8,0,0,1,3,0,10,3,0,600.4,0
6654,3,10,4,4,10,7,5,2,2,3.0,10,0,6,10,0,2,10,1,3,3,0,666.4,3
6655,5,6,9,6,6,3,4,1,8,2.0,6,0,8,0,3,2,3,4,6,3,1,689.8,4
6656,5,10,10,10,4,10,5,1,7,7.0,4,10,7,0,6,2,10,8,6,4,0,752.1,3
6657,5,10,7,5,5,2,3,1,6,2.0,7,3,9,0,1,2,6,5,4,2,1,707.2,1
6658,4,10,8,10,8,5,5,1,8,1.0,4,3,8,0,3,2,8,1,10,3,1,721.7,3
6659,4,1,6,10,10,2,0,1,8,4.0,7,10,9,0,3,1,7,9,7,2,1,698.7,3
6660,2,10,7,6,5,2,3,2,4,4.0,7,10,8,5,2,2,2,3,10,2,0,681.5,1
6661,2,10,10,7,6,3,5,2,5,1.0,7,1,7,0,1,1,6,5,4,3,1,671.1,1
6662,3,3,1,5,2,3,0,1,3,3.0,5,5,8,0,1,2,4,4,5,1,0,648.8,3
6663,3,5,5,7,1,3,5,2,6,0.0,5,0,6,0,1,2,10,4,7,1,1,658.6,4
6664,0,6,5,3,4,6,2,1,1,4.0,2,1,6,3,4,1,10,2,9,2,1,634.2,2
6665,1,3,4,10,6,3,1,1,2,2.0,4,1,7,4,3,2,3,1,5,2,1,634.8,3
6666,3,10,0,3,2,3,5,2,9,0.0,2,10,9,10,2,2,8,1,10,2,1,660.3,2
6667,1,4,3,10,10,3,4,2,10,3.0,5,6,6,0,1,2,6,3,5,4,1,677.3,3
6668,4,1,6,5,10,5,5,2,8,2.0,3,10,6,10,2,2,5,4,5,3,1,661.6,4
6669,2,2,5,0,10,3,0,1,7,1.0,3,5,7,10,2,2,0,1,1,2,0,609.1,5
6670,5,10,2,10,10,7,5,1,4,2.0,10,2,6,0,1,2,5,3,10,3,0,724.2,3
6671,5,0,1,1,2,0,3,2,2,0.0,5,1,8,10,4,1,2,1,2,2,1,562.1,4
6672,5,10,5,10,10,4,5,2,9,2.0,7,10,8,3,2,2,10,3,10,4,1,725.7,4
6673,5,10,3,4,5,2,5,2,3,3.0,3,5,8,3,1,2,10,4,4,4,0,682.4,0
6674,3,7,2,10,10,7,2,2,5,4.0,2,2,6,5,4,1,10,2,8,4,0,644.4,4
6675,5,9,9,9,6,7,4,1,8,2.0,10,2,7,3,3,2,4,2,7,3,1,721.0,1
6676,1,1,2,2,3,1,1,2,0,1.0,1,5,8,10,3,2,3,0,7,2,0,578.3,3
6677,3,6,5,8,7,5,1,2,3,5.0,8,7,6,5,2,2,7,5,8,2,0,674.5,3
6678,3,9,6,4,10,4,5,2,9,5.0,10,6,7,0,1,2,10,10,7,3,1,724.4,4
6679,2,4,6,6,5,2,2,2,2,1.0,5,0,6,0,7,2,0,0,2,4,1,597.4,5
6680,1,4,4,2,10,3,2,1,4,1.0,10,1,6,2,1,2,4,1,2,3,0,647.7,3
6681,4,1,2,10,5,4,3,2,3,4.0,9,2,5,10,7,1,8,3,7,3,1,615.0,5
6682,1,1,2,3,8,1,2,2,4,0.0,5,0,7,7,2,2,3,0,4,2,1,589.1,5
6683,3,5,10,10,10,10,5,1,5,3.0,4,0,8,0,3,2,10,2,10,3,1,733.6,0
6684,4,3,6,7,3,2,5,1,4,1.0,2,2,5,3,5,2,4,0,3,3,1,634.0,5
6685,2,2,2,2,5,2,2,2,3,2.0,5,1,8,7,1,1,2,1,2,2,1,579.1,4
6686,4,7,8,3,10,1,5,1,5,0.0,8,0,7,6,2,2,2,0,5,3,0,662.8,4
6687,5,6,2,2,5,1,1,1,3,0.0,2,0,6,0,7,2,10,0,10,1,1,637.6,4
6688,4,10,10,10,10,10,5,1,8,10.0,7,10,5,0,0,2,10,10,10,4,0,794.8,1
6689,5,10,10,10,10,6,5,1,10,2.0,10,10,6,10,1,2,10,8,5,4,1,758.2,1
6690,1,7,2,4,1,0,2,1,0,1.0,3,0,7,0,0,1,8,0,7,2,0,614.2,3
6691,5,10,3,10,10,0,0,1,9,4.0,6,0,9,0,0,2,4,1,10,3,1,703.6,2
6692,4,10,5,7,10,8,2,2,5,2.0,6,0,6,0,1,2,10,2,10,4,1,692.8,3
6693,5,10,7,10,7,10,5,2,8,5.0,7,5,7,0,0,2,3,10,10,1,1,749.3,0
6694,3,5,5,4,8,1,0,2,8,2.0,2,5,6,0,2,2,5,0,4,4,0,635.9,3
6695,2,7,3,10,5,7,5,2,8,6.0,1,5,7,10,1,2,5,1,10,2,0,675.0,1
6696,5,5,2,3,5,6,3,2,6,4.0,10,5,8,0,1,2,4,5,10,3,0,683.8,4
6697,5,10,5,10,10,10,5,1,3,2.0,5,10,8,0,5,1,10,2,10,3,0,723.6,3
6698,0,1,0,5,4,3,0,1,9,3.0,4,10,10,0,4,1,1,10,0,1,0,632.0,3
6699,1,0,2,4,3,3,0,1,10,10.0,2,10,8,0,0,1,1,10,10,1,0,663.5,3
6700,5,7,3,10,3,7,5,1,8,5.0,9,5,7,0,1,2,10,8,8,2,0,746.3,1
6701,4,10,8,10,8,5,5,1,8,1.0,4,3,8,0,3,2,8,1,10,3,1,721.7,3
6702,2,10,8,6,10,3,1,1,3,2.0,7,5,8,8,1,2,10,2,7,4,0,690.0,2
6703,1,2,4,1,3,1,1,1,5,3.0,4,7,7,4,1,2,1,1,7,2,1,636.5,1
6704,1,8,4,8,5,2,3,2,7,1.0,6,8,7,0,0,2,4,1,10,2,0,674.3,2
6705,4,5,6,4,2,2,2,1,5,0.0,8,0,7,6,1,2,4,0,7,3,0,644.1,4
6706,5,5,1,3,5,2,0,2,2,0.0,2,0,7,5,0,1,5,1,10,2,0,607.2,1
6707,1,5,4,2,4,2,0,1,7,0.0,3,1,7,6,5,2,4,2,4,2,0,614.2,3
6708,2,0,3,3,10,0,0,1,8,2.0,3,0,5,10,3,1,2,3,3,1,0,584.9,5
6709,5,10,4,4,10,10,5,1,7,4.0,9,5,9,0,1,1,10,5,10,2,1,734.8,3
6710,5,10,3,10,5,0,4,2,7,4.0,6,0,6,10,3,2,10,2,10,4,1,665.6,4
6711,4,5,6,4,2,2,2,1,5,0.0,8,0,7,6,1,2,4,0,7,3,0,644.1,4
6712,2,8,4,6,3,7,3,1,2,2.0,8,2,7,5,1,2,4,3,5,2,0,664.5,3
6713,0,0,8,2,10,0,0,2,10,3.0,1,1,8,0,0,2,1,2,1,3,1,615.7,3
6714,2,2,10,4,10,2,5,1,8,3.0,7,10,9,0,10,1,7,3,10,1,1,695.3,1
6715,3,4,5,5,10,3,5,1,5,3.0,10,3,6,10,4,2,5,7,5,3,1,674.9,4
6716,2,10,6,10,3,3,5,2,7,1.0,3,10,5,0,2,2,10,1,10,4,1,693.7,2
6717,1,6,6,6,6,3,0,2,4,2.0,3,0,6,0,5,1,2,4,3,2,0,597.0,4
6718,5,10,10,10,10,6,2,1,9,3.0,5,2,8,0,8,2,8,1,6,3,1,716.8,2
6719,2,6,3,5,1,2,2,2,5,1.0,9,3,9,0,10,2,5,4,8,2,0,641.3,2
6720,5,1,6,10,6,8,4,1,8,3.0,10,5,5,10,5,1,4,4,8,4,1,671.3,4
6721,3,4,10,7,5,3,3,1,8,5.0,6,10,7,2,2,2,10,4,7,4,1,713.4,3
6722,5,1,0,10,5,0,5,2,7,0.0,5,10,7,10,5,2,1,0,7,4,1,628.2,5
6723,1,0,2,10,7,10,0,2,8,4.0,1,1,8,10,0,1,3,7,10,4,0,632.7,1
6724,5,5,10,5,4,5,0,1,10,2.0,10,2,8,0,0,2,2,2,7,2,1,697.4,2
6725,1,3,4,4,5,5,5,2,2,1.0,3,5,7,0,8,1,5,6,1,2,0,612.5,3
6726,5,1,1,3,5,1,3,2,6,1.0,2,10,7,10,3,1,0,0,10,3,1,597.0,5
6727,4,6,2,10,2,0,5,2,4,1.0,10,0,7,0,0,1,10,1,10,4,1,651.3,5
6728,1,0,0,0,1,0,5,1,0,0.0,2,0,9,10,10,2,2,0,5,2,1,568.5,4
6729,5,4,4,5,4,4,5,1,5,4.0,10,1,7,0,3,1,5,4,10,2,0,683.6,2
6730,3,10,8,2,8,6,1,2,9,2.0,6,10,6,3,5,1,10,1,7,2,0,670.7,1
6731,3,2,1,5,8,0,2,1,5,1.0,1,3,5,5,0,1,2,3,2,3,0,608.3,3
6732,3,3,5,10,4,10,4,1,4,4.0,1,7,8,7,1,2,10,7,9,3,1,705.8,2
6733,4,10,2,10,2,6,2,2,8,3.0,4,3,6,10,2,2,5,2,7,3,0,655.0,2
6734,5,5,6,5,10,2,0,1,5,3.0,3,4,7,4,1,1,7,7,3,3,1,661.8,2
6735,1,7,6,7,9,3,5,1,7,4.0,2,1,6,6,5,1,5,2,3,2,1,639.3,4
6736,4,10,3,3,2,6,4,2,3,4.0,4,2,10,3,7,2,2,3,10,3,1,659.2,1
6737,4,3,6,10,10,3,4,1,8,9.0,8,5,9,0,1,2,7,10,10,2,1,756.7,0
6738,5,10,10,10,6,1,5,1,0,0.0,6,0,6,0,1,2,4,2,10,4,1,699.6,2
6739,3,5,3,0,10,3,1,1,5,4.0,10,1,7,0,0,2,7,1,4,3,1,676.8,1
6740,2,4,4,8,6,7,0,1,5,4.0,6,2,7,2,2,2,3,4,2,1,1,659.0,3
6741,5,10,4,10,7,10,5,1,9,4.0,6,10,7,0,0,2,8,3,10,4,1,754.2,3
6742,2,2,5,10,10,4,5,2,5,9.0,3,1,8,0,1,2,10,7,7,3,1,702.8,1
6743,3,3,7,6,5,5,2,2,5,5.0,1,4,7,5,6,1,1,1,3,2,1,607.0,3
6744,3,2,7,8,5,10,3,2,6,7.0,1,3,8,2,5,1,4,5,3,3,0,648.0,2
6745,5,10,10,10,4,1,5,1,8,3.0,8,5,7,2,1,1,10,1,10,4,1,713.8,3
6746,3,6,3,4,5,6,0,1,7,2.0,4,10,8,0,2,2,5,0,5,3,1,674.1,2
6747,4,6,5,9,10,3,2,1,7,6.0,5,5,8,2,5,2,8,0,4,3,1,684.5,5
6748,1,1,4,0,8,1,0,1,1,2.0,5,4,8,10,6,2,2,2,2,2,1,604.6,1
6749,4,6,5,6,3,8,2,1,6,1.0,4,7,8,7,2,2,6,2,8,2,1,677.5,3
6750,2,2,7,2,8,4,0,1,6,2.0,5,5,7,0,1,1,4,4,10,2,1,660.5,1
6751,5,1,8,10,6,6,5,1,10,6.0,10,1,6,0,3,2,10,4,10,4,0,736.1,2
6752,4,10,5,5,10,0,5,1,3,0.0,6,0,10,0,0,2,10,2,9,2,1,697.0,5
6753,2,4,10,6,10,4,0,1,5,5.0,10,4,7,0,4,2,10,8,2,2,1,698.9,3
6754,2,4,10,7,10,10,0,1,4,8.0,9,4,7,0,4,2,10,8,2,2,1,712.3,3
6755,3,2,2,4,6,4,5,1,1,4.0,10,10,7,0,3,2,5,2,5,3,1,678.5,4
6756,1,5,5,1,10,0,0,2,5,5.0,2,5,10,0,6,1,1,4,3,3,0,601.0,5
6757,1,10,0,1,1,1,2,1,2,2.0,9,2,5,10,8,1,3,2,10,3,0,604.8,1
6758,1,0,10,5,7,4,5,1,7,4.0,4,7,7,10,5,2,5,1,10,3,1,668.8,3
6759,4,2,5,8,3,2,3,2,9,2.0,2,10,7,0,1,2,5,3,3,3,1,668.4,1
6760,0,1,1,2,9,3,1,1,7,2.0,2,1,6,8,0,2,2,3,3,2,0,624.0,0
6761,5,10,5,5,10,10,5,1,6,4.0,10,6,8,0,1,2,2,6,10,2,1,750.1,1
6762,2,10,7,6,10,2,0,1,8,4.0,6,2,8,0,0,1,2,1,5,2,1,664.3,3
6763,1,5,3,2,4,2,2,2,3,2.0,2,1,7,5,1,1,10,1,5,1,1,598.7,3
6764,1,10,10,10,5,2,5,2,1,2.0,1,1,8,0,10,2,6,3,10,3,1,659.9,2
6765,2,3,3,4,10,4,1,1,5,2.0,10,4,9,0,5,2,5,4,6,3,1,677.2,2
6766,3,3,5,8,6,3,4,1,9,4.0,5,5,8,0,1,2,5,7,9,4,1,706.6,3
6767,5,4,5,5,10,10,2,1,2,4.0,8,2,6,10,1,2,5,2,3,3,0,664.3,5
6768,2,3,6,2,2,4,0,2,0,1.0,6,2,6,1,1,1,0,1,10,2,1,592.5,4
6769,4,10,10,10,4,3,5,1,5,1.0,3,3,7,0,1,2,10,3,10,4,1,723.0,1
6770,2,2,7,6,3,3,4,2,2,1.0,1,5,8,0,1,2,4,0,1,4,1,620.8,5
6771,4,7,7,0,2,1,1,2,4,2.0,5,0,7,0,4,1,2,3,5,2,0,612.9,1
6772,4,2,6,10,3,8,3,1,8,6.0,8,10,8,0,3,1,5,8,8,3,1,708.9,3
6773,5,10,3,10,3,3,2,2,7,3.0,6,0,5,0,3,2,10,3,10,4,1,672.2,5
6774,3,6,0,2,3,3,4,1,6,0.0,3,6,6,5,1,1,1,1,3,2,1,624.2,1
6775,4,7,4,10,6,1,1,2,6,0.0,7,1,10,0,10,2,3,1,10,1,1,653.0,2
6776,4,6,3,2,6,1,1,1,10,1.0,5,1,7,0,1,2,10,2,10,4,0,680.9,2
6777,4,10,8,10,10,10,0,2,10,5.0,5,5,8,3,0,2,10,3,10,4,1,728.7,1
6778,1,5,9,10,10,5,5,2,9,6.0,3,5,6,2,3,2,6,5,5,2,1,693.9,2
6779,3,7,7,4,6,3,4,1,6,6.0,10,5,7,5,3,2,6,5,7,2,1,698.9,3
6780,5,10,6,10,8,6,4,1,7,3.0,7,0,8,0,1,2,10,2,8,3,1,734.2,1
6781,3,4,3,3,10,8,1,1,8,0.0,7,2,7,10,1,2,10,0,1,4,1,652.4,4
6782,3,0,4,5,6,3,5,1,1,1.0,1,3,6,6,7,1,5,1,5,2,1,610.2,3
6783,2,2,3,2,5,5,2,2,2,4.0,8,8,7,10,5,2,5,2,3,1,1,620.3,3
6784,0,10,10,10,10,10,2,2,10,6.0,7,10,6,0,7,2,10,3,10,1,0,721.9,3
6785,1,1,0,0,10,1,0,1,6,1.0,10,0,6,0,0,1,3,1,10,2,0,620.5,4
6786,3,10,5,2,10,3,3,2,6,5.0,4,6,6,10,3,1,10,1,10,2,0,649.9,3
6787,2,4,4,10,2,2,3,2,6,5.0,3,10,7,0,3,2,5,4,4,3,1,660.1,3
6788,4,6,10,5,10,8,5,2,9,8.0,5,8,5,3,1,2,5,5,8,1,1,716.2,3
6789,3,3,10,3,10,8,3,1,9,6.0,6,4,7,2,0,2,10,8,10,2,0,730.4,3
6790,5,5,5,4,10,1,0,2,6,3.0,6,7,9,0,0,2,3,2,10,2,0,681.5,1
6791,1,2,2,3,10,2,5,2,10,3.0,8,0,7,2,0,2,5,3,10,2,0,671.3,1
6792,2,2,8,7,5,1,2,1,5,2.0,10,6,7,0,0,2,2,3,10,4,0,687.0,2
6793,1,8,6,10,10,2,0,2,7,6.0,6,5,8,0,7,1,0,2,5,1,0,642.2,2
6794,4,7,5,2,4,3,3,2,6,4.0,5,2,7,4,2,1,7,5,7,4,0,641.8,3
6795,3,4,10,5,4,3,0,2,9,1.0,4,0,7,3,0,2,3,1,3,4,0,643.3,0
6796,3,0,3,2,5,4,3,2,4,1.0,4,2,7,10,4,1,1,2,4,2,0,575.3,5
6797,4,3,7,6,7,3,5,1,7,5.0,3,1,6,7,6,2,10,6,10,4,1,687.1,3
6798,3,6,6,4,4,4,1,1,8,4.0,4,3,7,3,1,2,8,5,6,1,0,684.1,1
6799,0,6,1,10,10,5,5,2,5,4.0,4,5,6,0,3,2,7,8,5,2,0,673.7,4
6800,3,2,4,5,10,10,1,1,7,6.0,1,5,7,5,1,2,5,0,1,3,1,663.1,3
6801,4,2,10,8,5,3,5,1,8,0.0,7,3,7,10,3,1,3,0,1,2,1,635.4,5
6802,2,6,5,4,4,7,5,2,5,1.0,4,4,7,0,10,2,4,2,1,2,1,638.2,2
6803,4,3,5,4,9,2,5,1,4,2.0,2,1,8,9,1,1,4,1,10,2,1,646.5,2
6804,5,10,3,3,10,2,2,1,5,0.0,5,0,7,0,3,2,6,1,4,2,1,663.9,4
6805,2,2,2,2,8,4,1,1,6,1.0,4,7,7,5,2,2,9,3,4,2,0,645.0,5
6806,5,1,3,1,3,1,1,2,8,1.0,3,1,6,0,3,1,5,1,1,2,0,593.6,3
6807,4,8,10,9,10,5,3,2,7,6.0,5,2,7,10,2,1,6,5,4,1,1,658.8,5
6808,4,5,5,10,10,10,3,1,9,4.0,7,10,7,0,0,1,8,2,8,4,1,728.9,1
6809,4,10,7,5,3,10,5,1,8,6.0,7,4,7,0,7,2,10,1,4,3,0,711.9,3
6810,4,10,8,7,5,2,5,2,7,2.0,10,3,7,1,8,1,4,2,10,3,1,659.8,5
6811,1,2,4,10,7,5,3,2,3,4.0,10,5,7,1,4,1,2,4,8,2,0,656.4,0
6812,3,5,2,2,4,5,4,2,9,3.0,3,4,8,0,1,2,6,2,7,3,1,667.1,1
6813,5,3,4,8,3,1,0,2,8,0.0,2,1,7,0,0,2,1,0,10,4,1,634.4,3
6814,4,4,8,10,5,3,5,2,7,3.0,6,10,8,0,1,2,3,3,7,3,1,706.8,0
6815,3,10,7,7,10,6,5,2,7,6.0,5,5,7,0,0,2,7,2,5,1,1,706.4,3
6816,4,2,6,9,10,5,4,1,4,4.0,4,4,8,7,1,2,4,7,7,4,0,699.6,1
6817,3,4,10,10,5,8,5,1,5,6.0,5,8,8,0,1,2,9,10,4,3,0,735.5,3
6818,3,1,10,8,6,5,3,1,8,2.0,5,5,7,10,1,2,10,4,5,3,0,684.3,3
6819,2,1,1,3,10,5,1,1,8,2.0,5,3,7,4,1,2,10,1,3,3,0,662.2,1
6820,5,7,10,10,5,7,5,1,8,2.0,10,10,7,0,3,2,10,4,5,3,0,748.2,2
6821,5,10,10,10,10,10,5,1,8,4.0,8,10,7,0,1,2,10,4,8,3,0,778.4,1
6822,5,10,10,8,10,8,5,1,9,5.0,10,5,7,0,7,2,10,3,5,3,0,746.5,3
6823,4,0,6,4,7,2,0,1,5,0.0,6,5,9,5,5,1,1,0,5,2,1,611.8,5
6824,3,10,10,10,10,10,4,1,10,5.0,6,10,7,10,5,2,7,8,10,3,0,740.6,4
6825,2,8,1,1,5,1,1,2,10,0.0,4,1,5,10,0,2,2,1,2,2,1,598.7,3
6826,2,10,6,5,4,0,5,2,1,0.0,1,0,8,3,7,2,4,1,8,3,1,617.4,5
6827,5,10,10,5,10,2,5,2,6,10.0,7,3,7,0,1,2,5,10,7,2,1,735.7,0
6828,5,2,1,3,4,3,0,1,9,2.0,9,0,9,0,6,2,1,3,7,2,1,654.9,2
6829,4,5,7,7,10,3,1,1,6,2.0,10,5,7,0,1,2,4,8,10,3,0,719.3,1
6830,3,10,4,2,10,2,0,1,7,1.0,4,0,8,0,4,2,3,1,10,2,0,662.2,3
6831,1,10,10,10,7,4,3,2,5,4.0,8,3,7,4,2,2,7,1,10,2,0,690.0,2
6832,1,10,7,6,7,10,1,1,6,1.0,7,1,8,0,8,2,8,1,10,2,1,686.6,3
6833,2,7,4,10,8,6,3,1,5,0.0,2,2,5,0,1,2,10,10,5,2,1,696.9,2
6834,1,1,7,10,2,10,1,2,9,2.0,5,10,8,2,1,2,10,5,8,2,1,682.8,4
6835,4,6,6,5,10,2,4,1,6,5.0,10,5,8,0,0,2,10,6,10,4,1,729.7,4
6836,5,1,3,3,10,2,2,2,5,2.0,10,0,7,1,1,1,4,1,5,2,0,630.9,3
6837,2,6,5,7,10,2,0,2,7,2.0,6,5,6,8,1,2,5,5,2,2,1,640.1,4
6838,5,8,10,10,10,5,4,2,8,8.0,5,4,6,0,5,2,10,10,4,3,0,728.3,2
6839,5,4,10,10,10,2,3,2,7,1.0,3,10,7,0,10,2,10,2,10,3,0,692.4,3
6840,3,1,3,2,2,2,2,1,9,1.0,7,3,7,2,1,2,1,1,6,3,1,635.4,5
6841,3,1,5,0,9,1,0,2,8,3.0,4,5,9,0,2,1,5,3,9,2,0,638.6,1
6842,4,3,5,10,9,9,5,1,7,2.0,2,10,7,2,10,2,9,1,7,3,1,704.1,2
6843,3,5,8,6,3,2,5,2,4,2.0,6,1,6,10,2,2,5,6,8,4,1,648.6,3
6844,5,7,7,8,10,3,2,2,4,3.0,8,3,8,5,1,2,3,3,7,3,1,680.0,2
6845,5,5,10,8,10,2,5,2,6,3.0,6,10,5,5,4,2,10,1,5,3,0,685.8,5
6846,5,1,3,4,1,4,0,2,4,2.0,1,0,7,0,5,2,2,0,4,3,1,600.2,3
6847,4,3,1,4,4,4,0,1,10,1.0,8,0,5,0,1,2,4,2,2,4,1,647.1,3
6848,2,3,1,2,1,1,1,2,4,0.0,3,0,7,0,3,1,2,1,10,2,0,583.6,3
6849,1,1,2,8,3,4,1,2,7,1.0,5,3,7,0,7,1,1,2,2,2,0,592.5,3
6850,2,1,4,1,4,1,0,2,3,0.0,10,0,6,0,1,2,0,3,6,2,0,608.6,3
6851,2,2,10,6,5,2,1,1,5,0.0,10,0,5,0,0,2,2,1,0,3,1,639.0,5
6852,5,9,8,10,6,5,5,2,8,5.0,6,3,8,0,1,2,5,2,7,4,1,718.7,0
6853,4,4,4,10,6,4,5,2,7,5.0,10,5,5,4,1,2,2,2,1,3,1,673.0,2
6854,3,8,8,5,10,5,1,1,7,4.0,4,2,7,0,2,2,10,7,4,2,0,707.9,1
6855,0,3,4,3,3,3,1,1,7,1.0,4,3,8,0,2,2,3,3,1,2,1,635.0,2
6856,4,3,1,2,1,1,0,1,8,2.0,6,5,6,0,8,1,3,5,2,1,1,609.5,4
6857,3,5,6,8,5,4,5,2,7,3.0,4,3,8,2,1,2,6,3,10,2,1,680.9,3
6858,3,3,3,2,3,2,3,1,5,1.0,1,2,6,10,3,2,3,1,10,1,1,615.3,5
6859,0,2,2,0,2,0,0,1,0,0.0,1,0,10,0,6,1,1,0,2,2,1,553.2,5
6860,5,2,5,4,1,2,0,1,4,2.0,10,1,6,10,1,2,5,3,5,2,1,630.7,5
6861,2,10,9,10,3,4,0,1,10,2.0,5,10,4,0,2,2,10,1,10,1,1,705.8,3
6862,5,0,2,10,7,0,5,1,6,2.0,4,0,9,0,0,2,7,3,2,1,1,672.6,4
6863,2,5,5,10,9,6,1,1,7,2.0,4,2,6,8,0,2,3,5,2,1,1,661.8,3
6864,3,3,5,5,1,1,4,1,2,0.0,4,3,10,0,0,2,5,1,10,2,1,666.0,2
6865,3,10,6,4,10,3,1,2,7,3.0,6,10,7,0,1,2,7,2,9,2,0,691.3,3
6866,3,9,4,4,10,4,0,1,5,1.0,7,0,8,0,3,2,6,6,4,1,1,678.1,2
6867,1,7,3,5,5,2,2,2,8,1.0,4,5,7,0,2,2,5,2,2,3,0,631.4,5
6868,4,6,7,10,4,8,5,2,8,3.0,7,4,6,10,3,2,8,4,10,3,1,689.6,3
6869,3,8,6,7,5,5,3,2,7,3.0,9,4,8,0,2,1,4,4,3,2,1,664.9,2
6870,3,3,5,4,4,3,1,1,2,1.0,1,5,7,5,1,2,4,1,1,2,1,625.7,3
6871,4,6,4,3,10,2,4,2,8,8.0,8,0,8,5,2,2,5,1,6,3,1,666.4,4
6872,5,1,4,10,9,4,3,1,5,1.0,10,1,7,5,4,2,3,4,3,1,1,664.9,5
6873,5,8,4,5,7,1,3,1,8,4.0,7,2,8,0,1,2,2,2,1,2,1,686.6,1
6874,3,7,4,2,7,2,2,2,7,2.0,6,1,8,6,3,1,8,2,4,3,1,626.9,2
6875,5,2,4,3,7,2,2,1,10,2.0,6,4,8,4,4,2,10,3,5,1,1,676.2,3
